area_type,availability,location,size,society,total_sqft,bath,balcony,price
Built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1680,3.0,2.0,125.37396405086605
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,i1rtsCo,1395,3.0,2.0,64.5710911593162
Plot  Area,Ready To Move,Chandapura,4 Bedroom,,1425,3.0,1.0,90.29467316462886
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,,1540,3.0,1.0,107.73608489843092
Super built-up  Area,Ready To Move,Old Airport Road,4 BHK,Roa 2ha,2671,4.0,,235.7150369921969
Built-up  Area,Ready To Move,Malleshwaram,8 Bedroom,,6700,8.0,0.0,202.7579306307264
Super built-up  Area,Ready To Move,Hebbal,3 BHK,Kacesh ,2388,3.0,2.0,168.52819384841473
Plot  Area,Ready To Move,KSRTC Layout,6 Bedroom,,1000,6.0,3.0,175.93983118420454
Super built-up  Area,18-Jul,Ramagondanahalli,2 BHK,ViistLa,1235,2.0,1.0,48.779838834701955
Super built-up  Area,18-Sep,Chandapura,2 BHK,SunceEs,1015,2.0,2.0,25.879999999999992
Super built-up  Area,Ready To Move,Hormavu,2 BHK,,970,2.0,2.0,48.47164439324082
Super built-up  Area,18-Jul,Old Madras Road,2 BHK,SheldGr,1225,2.0,1.0,72.14491368455657
Plot  Area,18-May,TC Palaya,3 Bedroom,,1200,2.0,0.0,66.09970282219496
Super built-up  Area,Ready To Move,KR Puram,2 BHK,SVlesas,1156,2.0,1.0,49.63262558234059
Super built-up  Area,Ready To Move,Kaikondrahalli,3 BHK,Brtiael,1735,2.0,2.0,67.44195536784726
Super built-up  Area,Ready To Move,Kengeri,2 BHK,,750,2.0,1.0,36.07357908394647
Built-up  Area,Ready To Move,Kattigenahalli,1 BHK,,750,1.0,2.0,47.74382093197817
Built-up  Area,Ready To Move,RMV Extension,3 BHK,Hohnari,1775,3.0,1.0,170.72537342256211
Super built-up  Area,Ready To Move,Kumaraswami Layout,3 BHK,RoisePa,1350,2.0,1.0,54.90241742800009
Super built-up  Area,Ready To Move,Begur Road,2 BHK,DhncyRe,965,2.0,2.0,38.0126028329533
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,Gaodsch,1505,3.0,2.0,91.86203372969055
Super built-up  Area,Ready To Move,Sector 7 HSR Layout,2 BHK,Saitya ,1342,2.0,2.0,124.7022538349013
Plot  Area,Ready To Move,Shivaji Nagar,1 Bedroom,,374,1.0,0.0,30.52423808783276
Super built-up  Area,Ready To Move,Mahadevpura,3 BHK,3Codeli,2178,3.0,1.0,73.74553477788798
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1452,3.0,3.0,58.65849972178417
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1580,2.0,1.0,59.12631006596217
Super built-up  Area,Ready To Move,8th Block Jayanagar,4 BHK,Vaisei ,3367,5.0,,305.1719836725527
Built-up  Area,Ready To Move,Whitefield,2 BHK,P acera,1305,2.0,1.0,74.23270999910984
Super built-up  Area,Ready To Move,Old Madras Road,2 BHK,Brglede,1210,2.0,1.0,76.53356490460865
Built-up  Area,18-Dec,Electronic City,2 BHK,,1090,2.0,1.0,40.19085539199975
Plot  Area,Ready To Move,Srinagar,6 Bedroom,,1800,5.0,2.0,222.1284850937209
Super built-up  Area,Ready To Move,Murugeshpalya,2 BHK,Sahtsi ,1175,2.0,1.0,64.49156717299147
Super built-up  Area,Ready To Move,Electronic City,3 BHK,Itvir M,1103,2.0,2.0,38.4404454471898
Built-up  Area,Ready To Move,Nagarbhavi,4 Bedroom,,2700,4.0,1.0,191.69366225449392
Super built-up  Area,19-Dec, Bhoganhalli,1 RK,Rosha I,336,1.0,0.0,22.702038667632497
Super built-up  Area,Ready To Move,Bagalur,3 BHK,Krton S,2767,3.0,1.0,228.8426540120555
Plot  Area,Ready To Move,9th Phase JP Nagar,4 Bedroom,,600,4.0,0.0,85.53924390951802
Super built-up  Area,Ready To Move,Old Madras Road,4 BHK,Brica E,3630,6.0,1.0,202.09148374034802
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,IBityin,2556,3.0,2.0,154.55338688141362
Plot  Area,Ready To Move,Frazer Town,4 Bedroom,,2400,4.0,0.0,472.6573873489633
Super built-up  Area,Ready To Move,BTM Layout,2 BHK,Raide P,1303,2.0,1.0,50.69150413023851
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Rie 2ri,1000,2.0,2.0,34.488924642342525
Super built-up  Area,Ready To Move,Hennur,2 BHK,SLureSi,1050,2.0,1.0,48.252160160419585
Super built-up  Area,19-Dec,7th Phase JP Nagar,4 BHK,Puarero,2504,4.0,1.0,141.9557070912724
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,,1035,2.0,1.0,40.18045535413371
Super built-up  Area,Ready To Move,Padmanabhanagar,2 BHK,Bipan A,1076,2.0,2.0,65.75115657143037
Super built-up  Area,18-May,Electronics City Phase 1,2 BHK,Shitt S,1200,2.0,2.0,52.73645865535966
Built-up  Area,18-Dec,Electronic City Phase II,2 BHK,Sryalan,1090,2.0,1.0,30.422716938946852
Super built-up  Area,Ready To Move,Whitefield,2 BHK,SSthamh,1180,2.0,2.0,48.34954221918037
Super built-up  Area,21-Dec,Thanisandra,3 BHK,Bhe 2ko,1349,3.0,3.0,95.4398911042305
Built-up  Area,Ready To Move,Thubarahalli,4 Bedroom,Raosehi,2000,4.0,2.0,98.92160524155787
Plot  Area,Ready To Move,Hosa Road,9 Bedroom,,4000,9.0,3.0,250.90149226475182
Super built-up  Area,Ready To Move,Hebbal,3 BHK,Brium C,3450,5.0,2.0,250.56236134306016
Built-up  Area,Ready To Move,Banashankari,4 Bedroom,Bharani,1300,3.0,1.0,174.95893890269352
Built-up  Area,Ready To Move,Devanahalli Road,3 Bedroom,,2424,3.0,3.0,199.8940139808219
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Bhncy R,1230,2.0,2.0,63.92933634991424
Super built-up  Area,18-Jul,Bhoganhalli,4 BHK,Rosha I,2119,4.0,3.0,133.9064221491833
Super built-up  Area,Ready To Move,Lakshmi Layout,3 BHK,,1600,3.0,,98.90924143438535
Super built-up  Area,Ready To Move, Hoodi,1 BHK,Aklon A,750,1.0,1.0,59.86645339297759
Super built-up  Area,Ready To Move,Whitefield,2 BHK,MKensi ,1225,2.0,2.0,59.51451628957451
Built-up  Area,18-Apr,Doddaballapur,1 Bedroom,,5Acres,1.0,0.0,26.98703975711635
Plot  Area,Ready To Move,nynappanahalli,3 Bedroom,,3600,3.0,1.0,383.1171403817311
Super built-up  Area,Ready To Move,Talaghattapura,3 BHK,,1350,2.0,1.0,40.42245535498873
Super built-up  Area,Ready To Move,Thirupalya,2 BHK,Pao 2Sm,1025,2.0,1.0,52.87858452979045
Super built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsan,920,2.0,1.0,51.95490227039715
Super built-up  Area,Ready To Move,Narayanappa Garden,2 BHK,Vacle P,1140,2.0,2.0,52.601296413949974
Plot  Area,Ready To Move,Sector 3 HSR Layout,1 Bedroom,,1200,1.0,,39.82339759272955
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Veales ,1350,2.0,2.0,53.94844818968042
Built-up  Area,Ready To Move,Subramanyapura,3 BHK,NaersSh,1750,3.0,2.0,66.11592830338044
Super built-up  Area,Ready To Move,Electronic City,1 BHK,Goty  E,638,1.0,1.0,42.51025021848313
Super built-up  Area,18-Apr,EPIP Zone,2 BHK,BrontLa,1130,2.0,1.0,88.06686561036321
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Puallhi,1984,4.0,1.0,126.67268563555886
Super built-up  Area,Ready To Move,Gottigere,2 BHK,Krryll ,1163,2.0,3.0,65.04484884869335
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,,1390,2.0,3.0,75.05862161266107
Super built-up  Area,Ready To Move,Nandini Layout,1 BHK,,400,1.0,1.0,18.830056352149256
Super built-up  Area,Ready To Move,Chandra Layout,2 BHK,,864,2.0,1.0,35.48002415265891
Super built-up  Area,18-Nov,Kengeri,1 BHK,VBn 2lm,540,1.0,1.0,20.245955830560845
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,Sondaka,950,2.0,2.0,31.41980278829149
Super built-up  Area,18-Nov,Govindpura,2 BHK,,1171,2.0,1.0,60.977370963769935
Plot  Area,Ready To Move,Sadanand Nagar,3 Bedroom,,3075,3.0,1.0,383.11714038173074
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,NCowsar,1692,3.0,2.0,89.04096030963862
Super built-up  Area,Ready To Move,Kodihalli,4 BHK,Soianal,3321,4.0,2.0,360.8766275257075
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,SLaceda,1140,2.0,1.0,42.40777414615234
Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,Mayne A,1260,2.0,1.0,69.65021531104505
Built-up  Area,Ready To Move,Padmanabhanagar,2 BHK,,700,2.0,0.0,46.28329255332227
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,Dyayash,1485,3.0,2.0,75.88175473505372
Super built-up  Area,18-May,Rachenahalli,1 BHK,AsNowre,660 - 690,1.0,0.0,32.614413515295745
Built-up  Area,Ready To Move,Kothannur,2 BHK,,1090,2.0,3.0,52.26659918154225
Carpet  Area,20-Dec,Kanakpura Road,3 BHK,Roiti A,978,3.0,0.0,87.50862034538459
Super built-up  Area,15-Oct,Jeevanhalli,3 BHK,Moersrm,2200,4.0,,192.84062588221516
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Adeatlm,1700,3.0,2.0,105.40140344731161
Plot  Area,Ready To Move,Haralur Road,4 Bedroom,,1200,4.0,,181.73747401233516
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,NRowse ,1464,3.0,3.0,73.4983960812369
Super built-up  Area,18-Aug,Hennur Road,3 BHK,Puachal,1804,3.0,2.0,108.88410646471324
Super built-up  Area,Ready To Move,Gottigere,2 BHK,,1230,2.0,2.0,51.77777613367214
Built-up  Area,18-Aug,Battarahalli,3 BHK,PaontWa,2082,3.0,2.0,108.482804845997
Built-up  Area,Ready To Move,Begur Road,3 BHK,Dhalsh ,1500,2.0,2.0,55.543698339062566
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,,1100,2.0,2.0,53.82742196242831
Super built-up  Area,Ready To Move,Rachenahalli,3 BHK,Sovar S,1530,2.0,2.0,74.41798876199552
Built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,,909,2.0,0.0,62.83251522514848
Super built-up  Area,Ready To Move,Whitefield,3 BHK,,1380,3.0,1.0,69.77336940953951
Built-up  Area,Ready To Move,Telecom Layout,3 Bedroom,,2140,4.0,1.0,108.73136016859328
Super built-up  Area,Ready To Move,Bellandur,2 BHK,Octons ,1309,2.0,,82.71950365553303
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1070,2.0,1.0,52.166872246714824
Plot  Area,18-Feb,Sarjapur  Road,4 Bedroom,,2650,4.0,2.0,264.4837146715991
Super built-up  Area,Ready To Move,Basavangudi,2 BHK,,1150,2.0,2.0,126.59089506047474
Built-up  Area,Ready To Move,Pulkeshi Nagar,5 BHK,ElaleSp,3500,5.0,,266.4249825283354
Super built-up  Area,Ready To Move,Thirupalya,1 BHK,Pao 2Sm,675,1.0,1.0,28.836712119875816
Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,Brods W,1333,3.0,1.0,44.58140821198681
Built-up  Area,19-Dec,"Hoodi Circle, ",3 BHK,,1545,3.0,2.0,94.10855800113282
Super built-up  Area,Ready To Move,Sanjay nagar,3 BHK,,1500,3.0,1.0,85.16841508803446
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,Soiniy ,1697,3.0,2.0,123.22238029848432
Plot  Area,Ready To Move,Koppa village,6 Bedroom,,1000,5.0,1.0,181.81970420721677
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,,2735,3.0,3.0,113.53307266662144
Built-up  Area,Ready To Move,T Dasarahalli,1 Bedroom,,480,1.0,0.0,25.833283817666473
Super built-up  Area,18-Jul,Bhoganhalli,4 BHK,Rosha I,2171,4.0,2.0,117.69636690082491
Plot  Area,Ready To Move,Hormavu,4 Bedroom,,3054,4.0,1.0,246.7634292257615
Super built-up  Area,20-Dec,Old Madras Road,2 BHK,SheldGr,1165 - 1225,2.0,0.0,61.51642914904283
Super built-up  Area,17-Nov,Babusapalaya,3 BHK,,1214,2.0,2.0,47.48030667377924
Super built-up  Area,Ready To Move,Dena Bank Colony,1 BHK,AlentAp,570,1.0,2.0,30.19833970316381
Super built-up  Area,Ready To Move,Choodasandra,2 BHK,MJiyayl,1249,2.0,2.0,47.400542743133315
Built-up  Area,Ready To Move,R.T. Nagar,2 BHK,,1000,2.0,2.0,51.121897458415894
Super built-up  Area,19-Dec,Binny Pete,4 BHK,Shestlo,2695 - 2940,,,220.7341586254222
Super built-up  Area,17-Nov,Sarjapur  Road,3 BHK,PualeSk,1924,4.0,1.0,120.89537701630447
Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1153,2.0,2.0,57.5751503639701
Built-up  Area,Ready To Move,"Varthur Road, ",1 BHK,,663,1.0,1.0,40.24430030005855
Super built-up  Area,Ready To Move,Ambalipura,3 BHK,SJarkte,1730,3.0,1.0,99.19804409566859
Super built-up  Area,Ready To Move,Doddakallasandra,3 BHK,,1145,2.0,1.0,41.36676389889088
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1304,2.0,2.0,50.76033102684566
Super built-up  Area,21-Dec,Hebbal,3 BHK,Raard B,1645,3.0,2.0,116.77883350808922
Super built-up  Area,Ready To Move,Lingadheeranahalli,4 BHK,Soiewre,2247,4.0,2.0,166.86745373210863
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,,1152,3.0,1.0,68.12186008777137
Built-up  Area,Ready To Move,"yelahanka, north",3 BHK,,1512,2.0,2.0,79.51156554698517
Super built-up  Area,Ready To Move,RMV 2nd Stage,4 BHK,,2830,4.0,0.0,189.41911212187293
Super built-up  Area,Ready To Move,Ittamadu,2 BHK,,1080,2.0,0.0,45.42257328063664
Plot  Area,Ready To Move,Whitefield,5 Bedroom,PrOakSi,2200,5.0,0.0,297.88765654232765
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1608,3.0,3.0,53.43586014381562
Built-up  Area,Ready To Move,Hebbal,2 BHK,,1068,2.0,1.0,60.439695883844756
Plot  Area,Ready To Move,5th Phase JP Nagar,4 Bedroom,,1200,4.0,1.0,117.32667076155546
Super built-up  Area,Ready To Move,Koramangala,3 BHK,Gencysi,2100,3.0,2.0,220.61938942698234
Super built-up  Area,Ready To Move,Jakkur,3 BHK,,1711,3.0,1.0,105.84045582401089
Super built-up  Area,Ready To Move,Hoodi,3 BHK,Keers S,1769,3.0,3.0,106.43828102244935
Super built-up  Area,Ready To Move,Vittasandra,3 BHK,Prlla C,1650,3.0,2.0,85.19965224038583
Super built-up  Area,Ready To Move,Kereguddadahalli,2 BHK,,4000,2.0,1.0,437.98314067331245
Super built-up  Area,Ready To Move,Alfa Garden Layout,2 BHK,,1010,2.0,1.0,47.57932759437608
Super built-up  Area,Ready To Move,Kenchenahalli,2 BHK,AriosPa,1145,2.0,2.0,54.12247488997917
Super built-up  Area,Ready To Move,Doopanahalli,3 BHK,VancyRe,2050,4.0,1.0,201.23768710299845
Plot  Area,Ready To Move,kg halli hidayat nagar,6 Bedroom,,600,3.0,3.0,75.11207563368322
Super built-up  Area,Ready To Move,Srinivasa Nagar,4 BHK,,3500,4.0,3.0,293.35811669697836
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1295,2.0,2.0,50.58029026853556
Built-up  Area,Ready To Move,Kauser Nagar,9 BHK,,4000,8.0,,128.46676469371414
Plot  Area,Ready To Move,Whitefield,4 Bedroom,SarkkHy,2660,3.0,2.0,254.46906285337184
Super built-up  Area,18-Apr,Electronic City,2 BHK,Prarkun,1128,2.0,1.0,65.10960530228007
Super built-up  Area,Ready To Move,Sathya Sai Layout,4 BHK,Prowshi,5576,6.0,3.0,400.03796136627733
Super built-up  Area,19-Dec,Hoodi,3 BHK,,1350,3.0,2.0,84.3321990512071
Plot  Area,Ready To Move,Hulimavu,9 Bedroom,,1200,9.0,1.0,156.15862105312692
Super built-up  Area,Ready To Move,Dasarahalli,3 BHK,Sooneoo,1902.55,3.0,2.0,74.32005144065256
Super built-up  Area,Ready To Move,Doddathoguru,2 BHK,Prncy R,1180,2.0,2.0,40.55919960494052
Super built-up  Area,Ready To Move,Iblur Village,3 BHK,Emine P,2666,4.0,1.0,183.32048225193375
Super built-up  Area,Ready To Move,Doddanakundi Industrial Area 2,2 BHK,,1194,2.0,1.0,70.82676309376546
Super built-up  Area,Ready To Move,Bellandur ORR,4 BHK,,3335,4.0,3.0,293.35811669697836
Plot  Area,Ready To Move,Sector 2 HSR Layout,1 Bedroom,,900,1.0,1.0,53.40747007596792
Built-up  Area,Ready To Move,Ulsoor,2 BHK,,900,2.0,0.0,54.55209162918068
Plot  Area,Ready To Move, Devarachikkanahalli,5 Bedroom,,1960,6.0,,165.49464539736664
Plot  Area,Ready To Move,Dodda Nekkundi,4 Bedroom,FeisePa,4000,5.0,,285.9339214020576
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,Gaent R,882,2.0,2.0,40.98663298624715
Built-up  Area,Ready To Move,Nagappa Reddy Layout,2 BHK,,1150,2.0,2.0,56.84113564754194
Super built-up  Area,19-Oct,Hebbal,3 BHK,SNontle,2600,3.0,2.0,168.52819384841473
Built-up  Area,Ready To Move,Kengeri,1 BHK,,405,1.0,0.0,20.03515444446558
Super built-up  Area,Ready To Move,Parappana Agrahara,2 BHK,Peide L,1194,2.0,2.0,46.397475386254065
Super built-up  Area,Ready To Move,JP Nagar,3 BHK,MBncyh ,1485,2.0,2.0,62.1013445569866
Built-up  Area,Ready To Move,MCECHS  layout,2 BHK,,1150,2.0,2.0,61.68504441482855
Super built-up  Area,18-Dec,Lalbagh Road,3 BHK,,2485,3.0,2.0,241.1920005463592
Super built-up  Area,Ready To Move,2nd Block Koramangala,2 BHK,,1200,2.0,1.0,62.85306512441605
Super built-up  Area,18-Oct,Vidyapeeta,2 BHK,,1095,2.0,2.0,46.1521302197793
Super built-up  Area,Ready To Move,Kadugodi,2 BHK,Alestrb,1314,2.0,1.0,53.66301331591024
Super built-up  Area,Ready To Move,Naidu Layout,2 BHK,,1180,2.0,1.0,55.03689332092358
Plot  Area,Ready To Move,Uttarahalli,7 Bedroom,,1750,7.0,0.0,180.8102163732859
Super built-up  Area,19-Jan,Gunjur,2 BHK,,1304,2.0,1.0,57.41432829238798
Super built-up  Area,Ready To Move,Hulimavu,3 BHK,NiarkHy,1222,2.0,1.0,81.5159443128438
Plot  Area,Ready To Move,Bhuvaneswari Nagar,5 Bedroom,,1410,4.0,,171.7521255601488
Super built-up  Area,Ready To Move,BTM 2nd Stage,2 BHK,Fea 3Al,880,3.0,0.0,49.700902008705405
Super built-up  Area,Ready To Move,Wilson Garden,3 BHK,SaageWi,2163,3.0,,236.9001136026304
Super built-up  Area,Ready To Move,Jeevanhalli,2 BHK,Puarka ,1200,2.0,2.0,55.28575116424224
Super built-up  Area,19-Dec,7th Phase JP Nagar,3 BHK,Puarero,1975 - 2289,3.0,0.0,124.8180842683939
Super built-up  Area,18-Jul,Iblur Village,3 BHK,DNionfl,1920,3.0,2.0,137.66075363749485
Super built-up  Area,Ready To Move,Bagalur Main Road,2 BHK,,1197,2.0,2.0,55.6544876566466
Built-up  Area,Ready To Move,Ardendale,2 BHK,Miwel M,1245,2.0,2.0,54.4583847100394
Super built-up  Area,18-Aug,Balagere,2 BHK,Soresea,1007,2.0,1.0,63.80870267830936
Super built-up  Area,18-Mar,Rajarajeshwari Nagar,3 BHK,,1410,2.0,2.0,49.96524981868717
Super built-up  Area,Ready To Move,Chandapura,2 BHK,,950,2.0,0.0,18.565017976112177
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Ahriaup,1050,2.0,2.0,55.956050033910294
Super built-up  Area,Ready To Move,JP Nagar,3 BHK,,1478,2.0,2.0,62.1013445569866
Super built-up  Area,Ready To Move,kanakapura main road,3 BHK,,1425,2.0,2.0,67.58954115091319
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Ayaya A,1275,2.0,2.0,55.86835850591183
Built-up  Area,Ready To Move,Munnekollal,2 BHK,Akave E,1200,2.0,1.0,52.920819010404266
Built-up  Area,Ready To Move,Kammanahalli,8 Bedroom,,5540,6.0,,258.981842825836
Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,Prtanha,1245,2.0,3.0,91.0725913070482
Super built-up  Area,Ready To Move,Hoodi,2 BHK,Mantsm ,1133,2.0,1.0,76.22312382000646
Super built-up  Area,18-Dec,Kathreguppe,3 BHK,,1650,3.0,3.0,80.09928671490978
Super built-up  Area,Ready To Move,Kammasandra,3 BHK,Puitea ,1200,3.0,1.0,34.31211832567966
Plot  Area,Ready To Move,R.T. Nagar,3 Bedroom,,900,2.0,1.0,120.45705057914086
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,,993,2.0,1.0,37.46121656129309
Super built-up  Area,18-Feb,Panathur,1 BHK,,661,2.0,1.0,51.37128624495344
Super built-up  Area,Ready To Move,OMBR Layout,2 BHK,,1101,2.0,2.0,72.5199544827627
Super built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,Manetr ,785,2.0,1.0,29.268714071714026
Plot  Area,Ready To Move,Mysore Road,5 Bedroom,,1200,3.0,2.0,99.80599156327432
Super built-up  Area,Ready To Move,Vijaya Bank Layout,2 BHK,,1200,2.0,1.0,68.01126846057824
Super built-up  Area,Ready To Move,KR Puram,2 BHK,MCvarar,1120,2.0,1.0,45.77469541655099
Super built-up  Area,18-Oct,Varthur,2 BHK,Soamsay,1210,2.0,1.0,38.28584224857197
Super built-up  Area,18-May,Electronic City Phase II,4 BHK,SNbay G,2150,4.0,2.0,89.54195219888119
Plot  Area,Ready To Move,Sundara Nagar,4 Bedroom,,1450,4.0,2.0,147.66072934667835
Super built-up  Area,18-Jul,Electronic City Phase II,2 BHK,Sryalan,1000,2.0,1.0,30.048576354027688
Built-up  Area,Ready To Move,Whitefield,2 BHK,,1197,2.0,1.0,62.47156159525289
Super built-up  Area,Ready To Move,Electronics City Phase 1,1 BHK,Shiaa S,695,1.0,1.0,32.4971845737346
Super built-up  Area,Ready To Move,Hebbal,2 BHK,Mahosya,1420,2.0,1.0,103.69456809903306
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,,1565,2.0,1.0,73.78137214999293
Super built-up  Area,Ready To Move,Sultan Palaya,4 BHK,RSntsAp,2200,3.0,3.0,112.49046356682292
Super built-up  Area,Ready To Move,Herohalli,2 BHK,,1200,2.0,1.0,62.85306512441605
Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,Dieldli,1047,2.0,1.0,85.85758346868757
Super built-up  Area,Ready To Move,BEML Layout,3 BHK,,1375,2.0,2.0,81.05414859405975
Plot  Area,Ready To Move,MS Pallya,2 Bedroom,,990,1.0,1.0,79.36475052381803
Built-up  Area,Ready To Move,Bagalur,4 BHK,Krton S,2400,4.0,2.0,208.42133829114638
Super built-up  Area,Ready To Move,Banashankari Stage III,3 BHK,Pridsi ,1260,2.0,1.0,59.138360406721745
Super built-up  Area,Ready To Move,Shanthinagar,2 BHK,,1080,2.0,2.0,46.77102184386919
Built-up  Area,Ready To Move,Omkar Nagar,3 BHK,,1200,3.0,2.0,68.59825105038422
Super built-up  Area,17-May,Chikkalasandra,3 BHK,,1348,2.0,1.0,48.15563341971486
Built-up  Area,18-Apr,Whitefield,2 BHK,,1170,2.0,1.0,62.47156159525289
Super built-up  Area,Ready To Move,Chandapura,2 BHK,PavesGr,806,2.0,2.0,27.0797704836653
Super built-up  Area,20-Dec,Jakkur,2 BHK,ArndsSk,1245,2.0,1.0,76.55639830840659
Built-up  Area,Ready To Move,"Sarjapur Road, ",4 Bedroom,,2200,4.0,3.0,143.9021873025797
Plot  Area,Ready To Move,Tumkur Road,6 Bedroom,,1200,5.0,2.0,173.99372144729523
Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,Brway G,1370,3.0,2.0,241.5367539493747
Carpet  Area,Ready To Move,Thanisandra,2 BHK,R ra  R,1449,2.0,2.0,68.9537249806696
Super built-up  Area,18-May,Kumbena Agrahara,3 BHK,,1355,3.0,,88.43375663403383
Super built-up  Area,Ready To Move,Murugeshpalya,2 BHK,,1240,2.0,3.0,74.94104433736315
Super built-up  Area,18-May,Devanahalli,3 BHK,Cerdsga,1290,2.0,1.0,61.42435582603341
Super built-up  Area,19-Mar,Hennur Road,2 BHK,Puachal,1232,2.0,1.0,74.25597979518113
Super built-up  Area,Ready To Move,Mahadevpura,2 BHK,Neisei ,1212,2.0,1.0,56.109080401544034
Super built-up  Area,19-Dec,Chandapura,3 BHK,SuVue S,1225,3.0,1.0,35.3141573880973
Built-up  Area,Ready To Move,Hebbal,2 BHK,Arsil B,1070,2.0,2.0,46.66131635492395
Built-up  Area,Ready To Move,Raghavendra Layout,3 BHK,,1974,3.0,2.0,126.55493526864672
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,PualeSk,1711,3.0,1.0,113.87482458924002
Built-up  Area,Ready To Move,Jalahalli West,1 BHK,Prntsax,460,1.0,1.0,17.461149079628715
Built-up  Area,17-Sep,Thanisandra,2 BHK,Bhmesy ,1276,2.0,2.0,105.38423009472405
Built-up  Area,18-May,Raja Rajeshwari Nagar,2 BHK,Prllsan,1168,2.0,1.0,51.61135091389952
Super built-up  Area,Ready To Move,MS Pallya,2 BHK,,1200,2.0,0.0,74.00066712413177
Plot  Area,Ready To Move,Canara Bank Colony,9 Bedroom,,1650,9.0,3.0,187.84331662645945
Super built-up  Area,Ready To Move,Cunningham Road,4 BHK,,5400,4.0,3.0,708.2905374814613
Plot  Area,Ready To Move,Old Madras Road,9 Bedroom,,750,9.0,3.0,198.0539279122062
Super built-up  Area,Ready To Move,Hosa Road,2 BHK,SSaleRo,1025,2.0,1.0,59.51937793788648
Super built-up  Area,18-Dec,Hebbal,3 BHK,SNontle,2526,3.0,2.0,172.3686513694968
Super built-up  Area,22-Jun,Hoodi,3 BHK,GoAirej,1853,3.0,2.0,132.0102441118437
Super built-up  Area,Ready To Move,Jalahalli,2 BHK,Kuownri,905,2.0,2.0,79.4492414812483
Plot  Area,Ready To Move,Hulimavu,5 Bedroom,,1500,5.0,3.0,191.39863424391743
Super built-up  Area,18-Dec,Hebbal,3 BHK,Cehosy ,3485,5.0,2.0,319.2624985866517
Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,Prityel,845,2.0,1.0,32.347638063877774
Super built-up  Area,Ready To Move,Banashankari,3 BHK,V2anags,1440,2.0,,90.48826438351853
Super built-up  Area,Ready To Move,Hosur Road,4 BHK,Saageat,2800,4.0,2.0,145.64618796505448
Super built-up  Area,Ready To Move,Anekal,2 BHK,,732,1.0,2.0,31.187888580620857
Plot  Area,Ready To Move,Kothannur,4 Bedroom,,1200,5.0,,254.28678068856954
Super built-up  Area,Ready To Move,Hosapalya,9 BHK,,3000,9.0,,285.5835619008947
Super built-up  Area,Ready To Move,KR Puram,2 BHK,Hivesdr,950,2.0,1.0,44.01070132578874
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Bhmesy ,1098,2.0,2.0,53.82742196242831
Plot  Area,Ready To Move,Hegganahalli,3 Bedroom,,700,2.0,2.0,127.73011730875422
