area_type,availability,location,size,society,total_sqft,bath,balcony,price
Built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1680,3.0,2.0,114.28268007847757
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,i1rtsCo,1395,3.0,2.0,60.71404269794426
Plot  Area,Ready To Move,Chandapura,4 Bedroom,,1425,3.0,1.0,116.63016600607799
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,,1540,3.0,1.0,99.30926645106177
Super built-up  Area,Ready To Move,Old Airport Road,4 BHK,Roa 2ha,2671,4.0,,211.14601232400713
Built-up  Area,Ready To Move,Malleshwaram,8 Bedroom,,6700,8.0,0.0,227.57479947665612
Super built-up  Area,Ready To Move,Hebbal,3 BHK,Kacesh ,2388,3.0,2.0,147.13269111833827
Plot  Area,Ready To Move,KSRTC Layout,6 Bedroom,,1000,6.0,3.0,173.98461439298958
Super built-up  Area,18-Jul,Ramagondanahalli,2 BHK,ViistLa,1235,2.0,1.0,49.290820077069114
Super built-up  Area,18-Sep,Chandapura,2 BHK,SunceEs,1015,2.0,2.0,26.855392937247146
Super built-up  Area,Ready To Move,Hormavu,2 BHK,,970,2.0,2.0,51.28597522233926
Super built-up  Area,18-Jul,Old Madras Road,2 BHK,SheldGr,1225,2.0,1.0,62.88975296927044
Plot  Area,18-May,TC Palaya,3 Bedroom,,1200,2.0,0.0,66.05537215285608
Super built-up  Area,Ready To Move,KR Puram,2 BHK,SVlesas,1156,2.0,1.0,50.02879531667136
Super built-up  Area,Ready To Move,Kaikondrahalli,3 BHK,Brtiael,1735,2.0,2.0,77.08539663459437
Super built-up  Area,Ready To Move,Kengeri,2 BHK,,750,2.0,1.0,33.5282280159025
Built-up  Area,Ready To Move,Kattigenahalli,1 BHK,,750,1.0,2.0,42.612106251569436
Built-up  Area,Ready To Move,RMV Extension,3 BHK,Hohnari,1775,3.0,1.0,130.33234427714964
Super built-up  Area,Ready To Move,Kumaraswami Layout,3 BHK,RoisePa,1350,2.0,1.0,54.21774050467973
Super built-up  Area,Ready To Move,Begur Road,2 BHK,DhncyRe,965,2.0,2.0,39.94326774380293
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,Gaodsch,1505,3.0,2.0,94.71387423523886
Super built-up  Area,Ready To Move,Sector 7 HSR Layout,2 BHK,Saitya ,1342,2.0,2.0,121.64309923951343
Plot  Area,Ready To Move,Shivaji Nagar,1 Bedroom,,374,1.0,0.0,41.60170630748677
Super built-up  Area,Ready To Move,Mahadevpura,3 BHK,3Codeli,2178,3.0,1.0,70.487499783634
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1452,3.0,3.0,58.11669318394824
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1580,2.0,1.0,60.49689422766844
Super built-up  Area,Ready To Move,8th Block Jayanagar,4 BHK,Vaisei ,3367,5.0,,292.6874886269919
Built-up  Area,Ready To Move,Whitefield,2 BHK,P acera,1305,2.0,1.0,70.52871394659412
Super built-up  Area,Ready To Move,Old Madras Road,2 BHK,Brglede,1210,2.0,1.0,62.88975296927044
Built-up  Area,18-Dec,Electronic City,2 BHK,,1090,2.0,1.0,41.01897809960018
Plot  Area,Ready To Move,Srinagar,6 Bedroom,,1800,5.0,2.0,222.39086818458424
Super built-up  Area,Ready To Move,Murugeshpalya,2 BHK,Sahtsi ,1175,2.0,1.0,53.69782080437809
Super built-up  Area,Ready To Move,Electronic City,3 BHK,Itvir M,1103,2.0,2.0,47.487250315069296
Built-up  Area,Ready To Move,Nagarbhavi,4 Bedroom,,2700,4.0,1.0,217.81812809677834
Super built-up  Area,19-Dec, Bhoganhalli,1 RK,Rosha I,336,1.0,0.0,23.54547838775282
Super built-up  Area,Ready To Move,Bagalur,3 BHK,Krton S,2767,3.0,1.0,230.4594694321942
Plot  Area,Ready To Move,9th Phase JP Nagar,4 Bedroom,,600,4.0,0.0,85.93272950314875
Super built-up  Area,Ready To Move,Old Madras Road,4 BHK,Brica E,3630,6.0,1.0,194.07291928897618
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,IBityin,2556,3.0,2.0,148.42336328207583
Plot  Area,Ready To Move,Frazer Town,4 Bedroom,,2400,4.0,0.0,354.346077252415
Super built-up  Area,Ready To Move,BTM Layout,2 BHK,Raide P,1303,2.0,1.0,59.48105000899122
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Rie 2ri,1000,2.0,2.0,35.52425482323761
Super built-up  Area,Ready To Move,Hennur,2 BHK,SLureSi,1050,2.0,1.0,51.21624203838385
Super built-up  Area,19-Dec,7th Phase JP Nagar,4 BHK,Puarero,2504,4.0,1.0,150.67195212253392
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,,1035,2.0,1.0,47.37518228210949
Super built-up  Area,Ready To Move,Padmanabhanagar,2 BHK,Bipan A,1076,2.0,2.0,74.23900595362926
Super built-up  Area,18-May,Electronics City Phase 1,2 BHK,Shitt S,1200,2.0,2.0,52.47737764104542
Built-up  Area,18-Dec,Electronic City Phase II,2 BHK,Sryalan,1090,2.0,1.0,31.036706016310085
Super built-up  Area,Ready To Move,Whitefield,2 BHK,SSthamh,1180,2.0,2.0,47.92545969097888
Super built-up  Area,21-Dec,Thanisandra,3 BHK,Bhe 2ko,1349,3.0,3.0,95.67062651684483
Built-up  Area,Ready To Move,Thubarahalli,4 Bedroom,Raosehi,2000,4.0,2.0,106.53734647780972
Plot  Area,Ready To Move,Hosa Road,9 Bedroom,,4000,9.0,3.0,221.51350197798928
Super built-up  Area,Ready To Move,Hebbal,3 BHK,Brium C,3450,5.0,2.0,236.1512574922127
Built-up  Area,Ready To Move,Banashankari,4 Bedroom,Bharani,1300,3.0,1.0,133.67673255021327
Built-up  Area,Ready To Move,Devanahalli Road,3 Bedroom,,2424,3.0,3.0,162.92892635502275
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Bhncy R,1230,2.0,2.0,60.70333642436432
Super built-up  Area,18-Jul,Bhoganhalli,4 BHK,Rosha I,2119,4.0,3.0,130.78691272553783
Super built-up  Area,Ready To Move,Lakshmi Layout,3 BHK,,1600,3.0,,102.8780788447751
Super built-up  Area,Ready To Move, Hoodi,1 BHK,Aklon A,750,1.0,1.0,66.52699380749945
Super built-up  Area,Ready To Move,Whitefield,2 BHK,MKensi ,1225,2.0,2.0,50.79555218974209
Built-up  Area,18-Apr,Doddaballapur,1 Bedroom,,5Acres,1.0,0.0,28.24910990415658
Plot  Area,Ready To Move,nynappanahalli,3 Bedroom,,3600,3.0,1.0,413.70604781176934
Super built-up  Area,Ready To Move,Talaghattapura,3 BHK,,1350,2.0,1.0,48.55655889356266
Super built-up  Area,Ready To Move,Thirupalya,2 BHK,Pao 2Sm,1025,2.0,1.0,48.69176109832568
Super built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsan,920,2.0,1.0,52.03902778787446
Super built-up  Area,Ready To Move,Narayanappa Garden,2 BHK,Vacle P,1140,2.0,2.0,55.0975595524849
Plot  Area,Ready To Move,Sector 3 HSR Layout,1 Bedroom,,1200,1.0,,45.66698442352121
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Veales ,1350,2.0,2.0,60.565340432053645
Built-up  Area,Ready To Move,Subramanyapura,3 BHK,NaersSh,1750,3.0,2.0,78.48630412850979
Super built-up  Area,Ready To Move,Electronic City,1 BHK,Goty  E,638,1.0,1.0,35.833389037006484
Super built-up  Area,18-Apr,EPIP Zone,2 BHK,BrontLa,1130,2.0,1.0,64.73094118825982
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Puallhi,1984,4.0,1.0,123.64538197603825
Super built-up  Area,Ready To Move,Gottigere,2 BHK,Krryll ,1163,2.0,3.0,64.73736799141923
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,,1390,2.0,3.0,75.72861566720374
Super built-up  Area,Ready To Move,Nandini Layout,1 BHK,,400,1.0,1.0,17.429094515285747
Super built-up  Area,Ready To Move,Chandra Layout,2 BHK,,864,2.0,1.0,32.16996674006797
Super built-up  Area,18-Nov,Kengeri,1 BHK,VBn 2lm,540,1.0,1.0,21.814844691235606
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,Sondaka,950,2.0,2.0,33.082211484836776
Super built-up  Area,18-Nov,Govindpura,2 BHK,,1171,2.0,1.0,59.05595780295893
Plot  Area,Ready To Move,Sadanand Nagar,3 Bedroom,,3075,3.0,1.0,353.93172383505305
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,NCowsar,1692,3.0,2.0,92.64340247608816
Super built-up  Area,Ready To Move,Kodihalli,4 BHK,Soianal,3321,4.0,2.0,459.2754914888645
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,SLaceda,1140,2.0,1.0,41.76281925008125
Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,Mayne A,1260,2.0,1.0,67.46780270987306
Built-up  Area,Ready To Move,Padmanabhanagar,2 BHK,,700,2.0,0.0,42.128312302056415
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,Dyayash,1485,3.0,2.0,79.30659088845142
Super built-up  Area,18-May,Rachenahalli,1 BHK,AsNowre,660 - 690,1.0,0.0,35.79987521251289
Built-up  Area,Ready To Move,Kothannur,2 BHK,,1090,2.0,3.0,48.301671995024364
Carpet  Area,20-Dec,Kanakpura Road,3 BHK,Roiti A,978,3.0,0.0,80.25105322951076
Super built-up  Area,15-Oct,Jeevanhalli,3 BHK,Moersrm,2200,4.0,,178.7523423964568
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Adeatlm,1700,3.0,2.0,105.55919301297178
Plot  Area,Ready To Move,Haralur Road,4 Bedroom,,1200,4.0,,159.53938549220197
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,NRowse ,1464,3.0,3.0,65.14095303701009
Super built-up  Area,18-Aug,Hennur Road,3 BHK,Puachal,1804,3.0,2.0,108.58711839395272
Super built-up  Area,Ready To Move,Gottigere,2 BHK,,1230,2.0,2.0,46.15533011300256
Built-up  Area,18-Aug,Battarahalli,3 BHK,PaontWa,2082,3.0,2.0,105.9753774526583
Built-up  Area,Ready To Move,Begur Road,3 BHK,Dhalsh ,1500,2.0,2.0,63.51035331834673
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,,1100,2.0,2.0,57.08741366604997
Super built-up  Area,Ready To Move,Rachenahalli,3 BHK,Sovar S,1530,2.0,2.0,74.10724796253638
Built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,,909,2.0,0.0,60.41116502392108
Super built-up  Area,Ready To Move,Whitefield,3 BHK,,1380,3.0,1.0,82.39228734177841
Built-up  Area,Ready To Move,Telecom Layout,3 Bedroom,,2140,4.0,1.0,108.91414197801322
Super built-up  Area,Ready To Move,Bellandur,2 BHK,Octons ,1309,2.0,,69.6168805943365
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1070,2.0,1.0,52.17310546254445
Plot  Area,18-Feb,Sarjapur  Road,4 Bedroom,,2650,4.0,2.0,295.3735724795537
Super built-up  Area,Ready To Move,Basavangudi,2 BHK,,1150,2.0,2.0,142.01158315060084
Built-up  Area,Ready To Move,Pulkeshi Nagar,5 BHK,ElaleSp,3500,5.0,,272.9887420922345
Super built-up  Area,Ready To Move,Thirupalya,1 BHK,Pao 2Sm,675,1.0,1.0,31.184569664503144
Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,Brods W,1333,3.0,1.0,45.61940562199783
Built-up  Area,19-Dec,"Hoodi Circle, ",3 BHK,,1545,3.0,2.0,86.6304424675194
Super built-up  Area,Ready To Move,Sanjay nagar,3 BHK,,1500,3.0,1.0,89.56147276667085
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,Soiniy ,1697,3.0,2.0,125.2679100285344
Plot  Area,Ready To Move,Koppa village,6 Bedroom,,1000,5.0,1.0,159.0594623896711
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,,2735,3.0,3.0,99.85390932624713
Built-up  Area,Ready To Move,T Dasarahalli,1 Bedroom,,480,1.0,0.0,23.483033276456734
Super built-up  Area,18-Jul,Bhoganhalli,4 BHK,Rosha I,2171,4.0,2.0,111.59997843758723
Plot  Area,Ready To Move,Hormavu,4 Bedroom,,3054,4.0,1.0,266.241733719398
Super built-up  Area,20-Dec,Old Madras Road,2 BHK,SheldGr,1165 - 1225,2.0,0.0,62.7711961037789
Super built-up  Area,17-Nov,Babusapalaya,3 BHK,,1214,2.0,2.0,46.76166819708544
Super built-up  Area,Ready To Move,Dena Bank Colony,1 BHK,AlentAp,570,1.0,2.0,28.124278364034353
Super built-up  Area,Ready To Move,Choodasandra,2 BHK,MJiyayl,1249,2.0,2.0,51.0495202897095
Built-up  Area,Ready To Move,R.T. Nagar,2 BHK,,1000,2.0,2.0,49.59655858348649
Super built-up  Area,19-Dec,Binny Pete,4 BHK,Shestlo,2695 - 2940,,,173.60733653071762
Super built-up  Area,17-Nov,Sarjapur  Road,3 BHK,PualeSk,1924,4.0,1.0,123.64538197603825
Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1153,2.0,2.0,57.44334239931547
Built-up  Area,Ready To Move,"Varthur Road, ",1 BHK,,663,1.0,1.0,34.489578693870996
Super built-up  Area,Ready To Move,Ambalipura,3 BHK,SJarkte,1730,3.0,1.0,63.16944326521417
Super built-up  Area,Ready To Move,Doddakallasandra,3 BHK,,1145,2.0,1.0,45.51896023702443
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1304,2.0,2.0,52.08948763395561
Super built-up  Area,21-Dec,Hebbal,3 BHK,Raard B,1645,3.0,2.0,119.19565749122631
Super built-up  Area,Ready To Move,Lingadheeranahalli,4 BHK,Soiewre,2247,4.0,2.0,158.2659468741965
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,,1152,3.0,1.0,65.08852079942861
Built-up  Area,Ready To Move,"yelahanka, north",3 BHK,,1512,2.0,2.0,75.3327480287282
Super built-up  Area,Ready To Move,RMV 2nd Stage,4 BHK,,2830,4.0,0.0,193.79616824954027
Super built-up  Area,Ready To Move,Ittamadu,2 BHK,,1080,2.0,0.0,43.404742844604705
Plot  Area,Ready To Move,Whitefield,5 Bedroom,PrOakSi,2200,5.0,0.0,261.5295821465802
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1608,3.0,3.0,55.95161633855168
Built-up  Area,Ready To Move,Hebbal,2 BHK,,1068,2.0,1.0,63.14577240614172
Plot  Area,Ready To Move,5th Phase JP Nagar,4 Bedroom,,1200,4.0,1.0,137.51693185053682
Super built-up  Area,Ready To Move,Koramangala,3 BHK,Gencysi,2100,3.0,2.0,186.3635859197992
Super built-up  Area,Ready To Move,Jakkur,3 BHK,,1711,3.0,1.0,113.75032986498329
Super built-up  Area,Ready To Move,Hoodi,3 BHK,Keers S,1769,3.0,3.0,109.38023599297118
Super built-up  Area,Ready To Move,Vittasandra,3 BHK,Prlla C,1650,3.0,2.0,87.58501126688843
Super built-up  Area,Ready To Move,Kereguddadahalli,2 BHK,,4000,2.0,1.0,426.8556476014228
Super built-up  Area,Ready To Move,Alfa Garden Layout,2 BHK,,1010,2.0,1.0,46.22694491403187
Super built-up  Area,Ready To Move,Kenchenahalli,2 BHK,AriosPa,1145,2.0,2.0,58.59906697167064
Super built-up  Area,Ready To Move,Doopanahalli,3 BHK,VancyRe,2050,4.0,1.0,166.49439266358948
Plot  Area,Ready To Move,kg halli hidayat nagar,6 Bedroom,,600,3.0,3.0,93.45733950790125
Super built-up  Area,Ready To Move,Srinivasa Nagar,4 BHK,,3500,4.0,3.0,282.6772456389958
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1295,2.0,2.0,52.08948763395561
Built-up  Area,Ready To Move,Kauser Nagar,9 BHK,,4000,8.0,,139.67614891788566
Plot  Area,Ready To Move,Whitefield,4 Bedroom,SarkkHy,2660,3.0,2.0,278.9424094767452
Super built-up  Area,18-Apr,Electronic City,2 BHK,Prarkun,1128,2.0,1.0,65.3844480629467
Super built-up  Area,Ready To Move,Sathya Sai Layout,4 BHK,Prowshi,5576,6.0,3.0,404.6702030761797
Super built-up  Area,19-Dec,Hoodi,3 BHK,,1350,3.0,2.0,100.0908355427992
Plot  Area,Ready To Move,Hulimavu,9 Bedroom,,1200,9.0,1.0,151.53233027498888
Super built-up  Area,Ready To Move,Dasarahalli,3 BHK,Sooneoo,1902.55,3.0,2.0,88.20860154358311
Super built-up  Area,Ready To Move,Doddathoguru,2 BHK,Prncy R,1180,2.0,2.0,47.05680295893423
Super built-up  Area,Ready To Move,Iblur Village,3 BHK,Emine P,2666,4.0,1.0,220.16396251113224
Super built-up  Area,Ready To Move,Doddanakundi Industrial Area 2,2 BHK,,1194,2.0,1.0,62.06347722832093
Super built-up  Area,Ready To Move,Bellandur ORR,4 BHK,,3335,4.0,3.0,282.6772456389958
Plot  Area,Ready To Move,Sector 2 HSR Layout,1 Bedroom,,900,1.0,1.0,50.502615904136924
Built-up  Area,Ready To Move,Ulsoor,2 BHK,,900,2.0,0.0,51.02583407070448
Plot  Area,Ready To Move, Devarachikkanahalli,5 Bedroom,,1960,6.0,,164.11854911645875
Plot  Area,Ready To Move,Dodda Nekkundi,4 Bedroom,FeisePa,4000,5.0,,318.39960773737886
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,Gaent R,882,2.0,2.0,45.96470847941519
Built-up  Area,Ready To Move,Nagappa Reddy Layout,2 BHK,,1150,2.0,2.0,66.86272403991101
Super built-up  Area,19-Oct,Hebbal,3 BHK,SNontle,2600,3.0,2.0,147.13269111833827
Built-up  Area,Ready To Move,Kengeri,1 BHK,,405,1.0,0.0,20.01681959495679
Super built-up  Area,Ready To Move,Parappana Agrahara,2 BHK,Peide L,1194,2.0,2.0,46.21803071966761
Super built-up  Area,Ready To Move,JP Nagar,3 BHK,MBncyh ,1485,2.0,2.0,68.95402342599026
Built-up  Area,Ready To Move,MCECHS  layout,2 BHK,,1150,2.0,2.0,67.8750329435675
Super built-up  Area,18-Dec,Lalbagh Road,3 BHK,,2485,3.0,2.0,304.75412303152257
Super built-up  Area,Ready To Move,2nd Block Koramangala,2 BHK,,1200,2.0,1.0,62.57726332471191
Super built-up  Area,18-Oct,Vidyapeeta,2 BHK,,1095,2.0,2.0,48.04752301302776
Super built-up  Area,Ready To Move,Kadugodi,2 BHK,Alestrb,1314,2.0,1.0,55.38025189040676
Super built-up  Area,Ready To Move,Naidu Layout,2 BHK,,1180,2.0,1.0,55.893957266105794
Plot  Area,Ready To Move,Uttarahalli,7 Bedroom,,1750,7.0,0.0,160.72559791490514
Super built-up  Area,19-Jan,Gunjur,2 BHK,,1304,2.0,1.0,52.625715396440526
Super built-up  Area,Ready To Move,Hulimavu,3 BHK,NiarkHy,1222,2.0,1.0,78.68642356089546
Plot  Area,Ready To Move,Bhuvaneswari Nagar,5 Bedroom,,1410,4.0,,148.0840850874476
Super built-up  Area,Ready To Move,BTM 2nd Stage,2 BHK,Fea 3Al,880,3.0,0.0,44.67417648178444
Super built-up  Area,Ready To Move,Wilson Garden,3 BHK,SaageWi,2163,3.0,,199.45779507621222
Super built-up  Area,Ready To Move,Jeevanhalli,2 BHK,Puarka ,1200,2.0,2.0,53.60115392923593
Super built-up  Area,19-Dec,7th Phase JP Nagar,3 BHK,Puarero,1975 - 2289,3.0,0.0,143.17638161019687
Super built-up  Area,18-Jul,Iblur Village,3 BHK,DNionfl,1920,3.0,2.0,137.20160208912887
Super built-up  Area,Ready To Move,Bagalur Main Road,2 BHK,,1197,2.0,2.0,53.78320927195909
Built-up  Area,Ready To Move,Ardendale,2 BHK,Miwel M,1245,2.0,2.0,60.99360873220684
Super built-up  Area,18-Aug,Balagere,2 BHK,Soresea,1007,2.0,1.0,63.833315941041846
Super built-up  Area,18-Mar,Rajarajeshwari Nagar,3 BHK,,1410,2.0,2.0,55.58443233799897
Super built-up  Area,Ready To Move,Chandapura,2 BHK,,950,2.0,0.0,19.94392351941188
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Ahriaup,1050,2.0,2.0,50.790674865562565
Super built-up  Area,Ready To Move,JP Nagar,3 BHK,,1478,2.0,2.0,68.95402342599026
Super built-up  Area,Ready To Move,kanakapura main road,3 BHK,,1425,2.0,2.0,56.49758862917924
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Ayaya A,1275,2.0,2.0,54.29268022678377
Built-up  Area,Ready To Move,Munnekollal,2 BHK,Akave E,1200,2.0,1.0,59.126141447518485
Built-up  Area,Ready To Move,Kammanahalli,8 Bedroom,,5540,6.0,,256.5158156746797
Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,Prtanha,1245,2.0,3.0,96.63908325183647
Super built-up  Area,Ready To Move,Hoodi,2 BHK,Mantsm ,1133,2.0,1.0,74.31176391580651
Super built-up  Area,18-Dec,Kathreguppe,3 BHK,,1650,3.0,3.0,88.83611255207605
Super built-up  Area,Ready To Move,Kammasandra,3 BHK,Puitea ,1200,3.0,1.0,32.83423395827562
Plot  Area,Ready To Move,R.T. Nagar,3 Bedroom,,900,2.0,1.0,104.87001045629657
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,,993,2.0,1.0,39.72008710010814
Super built-up  Area,18-Feb,Panathur,1 BHK,,661,2.0,1.0,57.58524538975244
Super built-up  Area,Ready To Move,OMBR Layout,2 BHK,,1101,2.0,2.0,74.09121210974803
Super built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,Manetr ,785,2.0,1.0,25.599812670032005
Plot  Area,Ready To Move,Mysore Road,5 Bedroom,,1200,3.0,2.0,113.72071584252748
Super built-up  Area,Ready To Move,Vijaya Bank Layout,2 BHK,,1200,2.0,1.0,58.53741556266634
Super built-up  Area,Ready To Move,KR Puram,2 BHK,MCvarar,1120,2.0,1.0,47.318342133123785
Super built-up  Area,18-Oct,Varthur,2 BHK,Soamsay,1210,2.0,1.0,43.8766835176492
Super built-up  Area,18-May,Electronic City Phase II,4 BHK,SNbay G,2150,4.0,2.0,100.9967358341984
Plot  Area,Ready To Move,Sundara Nagar,4 Bedroom,,1450,4.0,2.0,134.73619411417886
Super built-up  Area,18-Jul,Electronic City Phase II,2 BHK,Sryalan,1000,2.0,1.0,32.110306176136106
Built-up  Area,Ready To Move,Whitefield,2 BHK,,1197,2.0,1.0,61.73019823535275
Super built-up  Area,Ready To Move,Electronics City Phase 1,1 BHK,Shiaa S,695,1.0,1.0,33.267582923670915
Super built-up  Area,Ready To Move,Hebbal,2 BHK,Mahosya,1420,2.0,1.0,102.93835491553006
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,,1565,2.0,1.0,70.03018646959381
Super built-up  Area,Ready To Move,Sultan Palaya,4 BHK,RSntsAp,2200,3.0,3.0,132.84163848670812
Super built-up  Area,Ready To Move,Herohalli,2 BHK,,1200,2.0,1.0,62.57726332471191
Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,Dieldli,1047,2.0,1.0,70.51760131253306
Super built-up  Area,Ready To Move,BEML Layout,3 BHK,,1375,2.0,2.0,72.73450581078797
Plot  Area,Ready To Move,MS Pallya,2 Bedroom,,990,1.0,1.0,67.70911573273744
Built-up  Area,Ready To Move,Bagalur,4 BHK,Krton S,2400,4.0,2.0,162.73960739197034
Super built-up  Area,Ready To Move,Banashankari Stage III,3 BHK,Pridsi ,1260,2.0,1.0,63.86338189475005
Super built-up  Area,Ready To Move,Shanthinagar,2 BHK,,1080,2.0,2.0,45.50443677652206
Built-up  Area,Ready To Move,Omkar Nagar,3 BHK,,1200,3.0,2.0,63.70746635962685
Super built-up  Area,17-May,Chikkalasandra,3 BHK,,1348,2.0,1.0,49.271376545863376
Built-up  Area,18-Apr,Whitefield,2 BHK,,1170,2.0,1.0,61.7301982353528
Super built-up  Area,Ready To Move,Chandapura,2 BHK,PavesGr,806,2.0,2.0,26.93962096741715
Super built-up  Area,20-Dec,Jakkur,2 BHK,ArndsSk,1245,2.0,1.0,80.57664243337743
Built-up  Area,Ready To Move,"Sarjapur Road, ",4 Bedroom,,2200,4.0,3.0,183.80527931061354
Plot  Area,Ready To Move,Tumkur Road,6 Bedroom,,1200,5.0,2.0,163.86976427368268
Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,Brway G,1370,3.0,2.0,181.2641522427034
Carpet  Area,Ready To Move,Thanisandra,2 BHK,R ra  R,1449,2.0,2.0,69.54238618129888
Super built-up  Area,18-May,Kumbena Agrahara,3 BHK,,1355,3.0,,102.8780788447751
Super built-up  Area,Ready To Move,Murugeshpalya,2 BHK,,1240,2.0,3.0,60.956813705077984
Super built-up  Area,18-May,Devanahalli,3 BHK,Cerdsga,1290,2.0,1.0,61.48810991114956
Super built-up  Area,19-Mar,Hennur Road,2 BHK,Puachal,1232,2.0,1.0,77.82400819749907
Super built-up  Area,Ready To Move,Mahadevpura,2 BHK,Neisei ,1212,2.0,1.0,56.52697946924742
Super built-up  Area,19-Dec,Chandapura,3 BHK,SuVue S,1225,3.0,1.0,35.175705441956424
Built-up  Area,Ready To Move,Hebbal,2 BHK,Arsil B,1070,2.0,2.0,53.45104129661814
Built-up  Area,Ready To Move,Raghavendra Layout,3 BHK,,1974,3.0,2.0,111.01924290269676
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,PualeSk,1711,3.0,1.0,118.31339186047455
Built-up  Area,Ready To Move,Jalahalli West,1 BHK,Prntsax,460,1.0,1.0,18.911796529461338
Built-up  Area,17-Sep,Thanisandra,2 BHK,Bhmesy ,1276,2.0,2.0,87.58911098782615
Built-up  Area,18-May,Raja Rajeshwari Nagar,2 BHK,Prllsan,1168,2.0,1.0,52.296855585893915
Super built-up  Area,Ready To Move,MS Pallya,2 BHK,,1200,2.0,0.0,63.64790321927097
Plot  Area,Ready To Move,Canara Bank Colony,9 Bedroom,,1650,9.0,3.0,197.88125012224268
Super built-up  Area,Ready To Move,Cunningham Road,4 BHK,,5400,4.0,3.0,667.2653169847597
Plot  Area,Ready To Move,Old Madras Road,9 Bedroom,,750,9.0,3.0,198.11853835991852
Super built-up  Area,Ready To Move,Hosa Road,2 BHK,SSaleRo,1025,2.0,1.0,45.45018469768772
Super built-up  Area,18-Dec,Hebbal,3 BHK,SNontle,2526,3.0,2.0,147.13269111833827
Super built-up  Area,22-Jun,Hoodi,3 BHK,GoAirej,1853,3.0,2.0,120.35460511513786
Super built-up  Area,Ready To Move,Jalahalli,2 BHK,Kuownri,905,2.0,2.0,100.8508172147897
Plot  Area,Ready To Move,Hulimavu,5 Bedroom,,1500,5.0,3.0,181.1914800406413
Super built-up  Area,18-Dec,Hebbal,3 BHK,Cehosy ,3485,5.0,2.0,271.45044903479754
Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,Prityel,845,2.0,1.0,37.388674983848134
Super built-up  Area,Ready To Move,Banashankari,3 BHK,V2anags,1440,2.0,,73.55077950675587
Super built-up  Area,Ready To Move,Hosur Road,4 BHK,Saageat,2800,4.0,2.0,177.49226663064948
Super built-up  Area,Ready To Move,Anekal,2 BHK,,732,1.0,2.0,28.80333790455485
Plot  Area,Ready To Move,Kothannur,4 Bedroom,,1200,5.0,,256.17546008883227
Super built-up  Area,Ready To Move,Hosapalya,9 BHK,,3000,9.0,,295.30528645568796
Super built-up  Area,Ready To Move,KR Puram,2 BHK,Hivesdr,950,2.0,1.0,45.098499019121256
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Bhmesy ,1098,2.0,2.0,56.94877494949627
Plot  Area,Ready To Move,Hegganahalli,3 Bedroom,,700,2.0,2.0,110.68387509615907
