area_type,availability,location,size,society,total_sqft,bath,balcony,price
Built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1680,3.0,2.0,126.53906872225993
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,i1rtsCo,1395,3.0,2.0,61.252303214686194
Plot  Area,Ready To Move,Chandapura,4 Bedroom,,1425,3.0,1.0,103.0140065236757
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,,1540,3.0,1.0,110.1685435177512
Super built-up  Area,Ready To Move,Old Airport Road,4 BHK,Roa 2ha,2671,4.0,,202.99773892937347
Built-up  Area,Ready To Move,Malleshwaram,8 Bedroom,,6700,8.0,0.0,189.39230011692047
Super built-up  Area,Ready To Move,Hebbal,3 BHK,Kacesh ,2388,3.0,2.0,157.71719559490464
Plot  Area,Ready To Move,KSRTC Layout,6 Bedroom,,1000,6.0,3.0,185.66176259052173
Super built-up  Area,18-Jul,Ramagondanahalli,2 BHK,ViistLa,1235,2.0,1.0,49.10063196360745
Super built-up  Area,18-Sep,Chandapura,2 BHK,SunceEs,1015,2.0,2.0,26.382436422709485
Super built-up  Area,Ready To Move,Hormavu,2 BHK,,970,2.0,2.0,52.11736223643111
Super built-up  Area,18-Jul,Old Madras Road,2 BHK,SheldGr,1225,2.0,1.0,68.83517058961698
Plot  Area,18-May,TC Palaya,3 Bedroom,,1200,2.0,0.0,66.07120117162809
Super built-up  Area,Ready To Move,KR Puram,2 BHK,SVlesas,1156,2.0,1.0,51.11850347309811
Super built-up  Area,Ready To Move,Kaikondrahalli,3 BHK,Brtiael,1735,2.0,2.0,73.6302169237892
Super built-up  Area,Ready To Move,Kengeri,2 BHK,,750,2.0,1.0,34.9866124593123
Built-up  Area,Ready To Move,Kattigenahalli,1 BHK,,750,1.0,2.0,46.862251650954335
Built-up  Area,Ready To Move,RMV Extension,3 BHK,Hohnari,1775,3.0,1.0,146.43529793519795
Super built-up  Area,Ready To Move,Kumaraswami Layout,3 BHK,RoisePa,1350,2.0,1.0,58.81281744940578
Super built-up  Area,Ready To Move,Begur Road,2 BHK,DhncyRe,965,2.0,2.0,39.1125452915661
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,Gaodsch,1505,3.0,2.0,92.72843660738711
Super built-up  Area,Ready To Move,Sector 7 HSR Layout,2 BHK,Saitya ,1342,2.0,2.0,131.64679103982505
Plot  Area,Ready To Move,Shivaji Nagar,1 Bedroom,,374,1.0,0.0,35.59107379136499
Super built-up  Area,Ready To Move,Mahadevpura,3 BHK,3Codeli,2178,3.0,1.0,74.51833766408426
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1452,3.0,3.0,58.40005450349136
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1580,2.0,1.0,57.54155231849739
Super built-up  Area,Ready To Move,8th Block Jayanagar,4 BHK,Vaisei ,3367,5.0,,291.2758573959282
Built-up  Area,Ready To Move,Whitefield,2 BHK,P acera,1305,2.0,1.0,73.17109053642389
Super built-up  Area,Ready To Move,Old Madras Road,2 BHK,Brglede,1210,2.0,1.0,68.83517058961698
Built-up  Area,18-Dec,Electronic City,2 BHK,,1090,2.0,1.0,37.23831862126002
Plot  Area,Ready To Move,Srinagar,6 Bedroom,,1800,5.0,2.0,206.30556007260085
Super built-up  Area,Ready To Move,Murugeshpalya,2 BHK,Sahtsi ,1175,2.0,1.0,54.100814734757876
Super built-up  Area,Ready To Move,Electronic City,3 BHK,Itvir M,1103,2.0,2.0,42.86826126943778
Built-up  Area,Ready To Move,Nagarbhavi,4 Bedroom,,2700,4.0,1.0,242.2840766453192
Super built-up  Area,19-Dec, Bhoganhalli,1 RK,Rosha I,336,1.0,0.0,23.9448012732377
Super built-up  Area,Ready To Move,Bagalur,3 BHK,Krton S,2767,3.0,1.0,228.31466708545665
Plot  Area,Ready To Move,9th Phase JP Nagar,4 Bedroom,,600,4.0,0.0,89.5615656624754
Super built-up  Area,Ready To Move,Old Madras Road,4 BHK,Brica E,3630,6.0,1.0,206.2790293505132
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,IBityin,2556,3.0,2.0,145.89616436995595
Plot  Area,Ready To Move,Frazer Town,4 Bedroom,,2400,4.0,0.0,383.864900785606
Super built-up  Area,Ready To Move,BTM Layout,2 BHK,Raide P,1303,2.0,1.0,55.7994536638968
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Rie 2ri,1000,2.0,2.0,36.30470971209785
Super built-up  Area,Ready To Move,Hennur,2 BHK,SLureSi,1050,2.0,1.0,49.99082968175716
Super built-up  Area,19-Dec,7th Phase JP Nagar,4 BHK,Puarero,2504,4.0,1.0,151.88772680153434
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,,1035,2.0,1.0,43.844123087870464
Super built-up  Area,Ready To Move,Padmanabhanagar,2 BHK,Bipan A,1076,2.0,2.0,67.94822193727866
Super built-up  Area,18-May,Electronics City Phase 1,2 BHK,Shitt S,1200,2.0,2.0,52.05264238847968
Built-up  Area,18-Dec,Electronic City Phase II,2 BHK,Sryalan,1090,2.0,1.0,31.01906669110293
Super built-up  Area,Ready To Move,Whitefield,2 BHK,SSthamh,1180,2.0,2.0,47.452847080380494
Super built-up  Area,21-Dec,Thanisandra,3 BHK,Bhe 2ko,1349,3.0,3.0,102.13946222049762
Built-up  Area,Ready To Move,Thubarahalli,4 Bedroom,Raosehi,2000,4.0,2.0,99.71954854880502
Plot  Area,Ready To Move,Hosa Road,9 Bedroom,,4000,9.0,3.0,214.22513151063924
Super built-up  Area,Ready To Move,Hebbal,3 BHK,Brium C,3450,5.0,2.0,241.6785625364912
Built-up  Area,Ready To Move,Banashankari,4 Bedroom,Bharani,1300,3.0,1.0,136.07218892451775
Built-up  Area,Ready To Move,Devanahalli Road,3 Bedroom,,2424,3.0,3.0,184.23626787987916
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Bhncy R,1230,2.0,2.0,61.51337292893267
Super built-up  Area,18-Jul,Bhoganhalli,4 BHK,Rosha I,2119,4.0,3.0,137.05724929068563
Super built-up  Area,Ready To Move,Lakshmi Layout,3 BHK,,1600,3.0,,118.46234446545937
Super built-up  Area,Ready To Move, Hoodi,1 BHK,Aklon A,750,1.0,1.0,66.67989580048504
Super built-up  Area,Ready To Move,Whitefield,2 BHK,MKensi ,1225,2.0,2.0,54.182308607107416
Built-up  Area,18-Apr,Doddaballapur,1 Bedroom,,5Acres,1.0,0.0,26.01767885319389
Plot  Area,Ready To Move,nynappanahalli,3 Bedroom,,3600,3.0,1.0,397.06947963374176
Super built-up  Area,Ready To Move,Talaghattapura,3 BHK,,1350,2.0,1.0,45.70706424571822
Super built-up  Area,Ready To Move,Thirupalya,2 BHK,Pao 2Sm,1025,2.0,1.0,49.24903072894657
Super built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsan,920,2.0,1.0,52.94385290573807
Super built-up  Area,Ready To Move,Narayanappa Garden,2 BHK,Vacle P,1140,2.0,2.0,52.70437804618769
Plot  Area,Ready To Move,Sector 3 HSR Layout,1 Bedroom,,1200,1.0,,50.646702234586755
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Veales ,1350,2.0,2.0,58.40865784263148
Built-up  Area,Ready To Move,Subramanyapura,3 BHK,NaersSh,1750,3.0,2.0,69.56293514488262
Super built-up  Area,Ready To Move,Electronic City,1 BHK,Goty  E,638,1.0,1.0,36.66798838626804
Super built-up  Area,18-Apr,EPIP Zone,2 BHK,BrontLa,1130,2.0,1.0,73.09102755299251
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Puallhi,1984,4.0,1.0,127.84359244704362
Super built-up  Area,Ready To Move,Gottigere,2 BHK,Krryll ,1163,2.0,3.0,68.2788362991389
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,,1390,2.0,3.0,75.33603929503569
Super built-up  Area,Ready To Move,Nandini Layout,1 BHK,,400,1.0,1.0,17.812890202663176
Super built-up  Area,Ready To Move,Chandra Layout,2 BHK,,864,2.0,1.0,32.280989665874614
Super built-up  Area,18-Nov,Kengeri,1 BHK,VBn 2lm,540,1.0,1.0,19.806861117510547
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,Sondaka,950,2.0,2.0,32.12147308642138
Super built-up  Area,18-Nov,Govindpura,2 BHK,,1171,2.0,1.0,59.4885209839035
Plot  Area,Ready To Move,Sadanand Nagar,3 Bedroom,,3075,3.0,1.0,366.69234670150126
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,NCowsar,1692,3.0,2.0,90.704757189818
Super built-up  Area,Ready To Move,Kodihalli,4 BHK,Soianal,3321,4.0,2.0,393.80273973172547
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,SLaceda,1140,2.0,1.0,42.90312083996091
Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,Mayne A,1260,2.0,1.0,69.69571825380983
Built-up  Area,Ready To Move,Padmanabhanagar,2 BHK,,700,2.0,0.0,40.539465175410136
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,Dyayash,1485,3.0,2.0,80.89267488230111
Super built-up  Area,18-May,Rachenahalli,1 BHK,AsNowre,660 - 690,1.0,0.0,32.83636438466453
Built-up  Area,Ready To Move,Kothannur,2 BHK,,1090,2.0,3.0,50.38210834651473
Carpet  Area,20-Dec,Kanakpura Road,3 BHK,Roiti A,978,3.0,0.0,83.90488994339483
Super built-up  Area,15-Oct,Jeevanhalli,3 BHK,Moersrm,2200,4.0,,191.68660001554534
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Adeatlm,1700,3.0,2.0,105.34753797165322
Plot  Area,Ready To Move,Haralur Road,4 Bedroom,,1200,4.0,,169.14261787275768
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,NRowse ,1464,3.0,3.0,68.0122730735907
Super built-up  Area,18-Aug,Hennur Road,3 BHK,Puachal,1804,3.0,2.0,110.66909378384243
Super built-up  Area,Ready To Move,Gottigere,2 BHK,,1230,2.0,2.0,45.53936853577763
Built-up  Area,18-Aug,Battarahalli,3 BHK,PaontWa,2082,3.0,2.0,108.4482140642069
Built-up  Area,Ready To Move,Begur Road,3 BHK,Dhalsh ,1500,2.0,2.0,61.81218393967334
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,,1100,2.0,2.0,57.1793519033587
Super built-up  Area,Ready To Move,Rachenahalli,3 BHK,Sovar S,1530,2.0,2.0,74.42712871181385
Built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,,909,2.0,0.0,68.67774420009344
Super built-up  Area,Ready To Move,Whitefield,3 BHK,,1380,3.0,1.0,75.7563859605353
Built-up  Area,Ready To Move,Telecom Layout,3 Bedroom,,2140,4.0,1.0,101.30170905398403
Super built-up  Area,Ready To Move,Bellandur,2 BHK,Octons ,1309,2.0,,75.6510062685286
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1070,2.0,1.0,52.822663080789034
Plot  Area,18-Feb,Sarjapur  Road,4 Bedroom,,2650,4.0,2.0,269.00520765861603
Super built-up  Area,Ready To Move,Basavangudi,2 BHK,,1150,2.0,2.0,128.86660219707258
Built-up  Area,Ready To Move,Pulkeshi Nagar,5 BHK,ElaleSp,3500,5.0,,265.7629612962927
Super built-up  Area,Ready To Move,Thirupalya,1 BHK,Pao 2Sm,675,1.0,1.0,31.7856648727331
Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,Brods W,1333,3.0,1.0,44.81263622717869
Built-up  Area,19-Dec,"Hoodi Circle, ",3 BHK,,1545,3.0,2.0,89.2734207462296
Super built-up  Area,Ready To Move,Sanjay nagar,3 BHK,,1500,3.0,1.0,93.08370272140213
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,Soiniy ,1697,3.0,2.0,124.25956671449144
Plot  Area,Ready To Move,Koppa village,6 Bedroom,,1000,5.0,1.0,162.9053826619212
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,,2735,3.0,3.0,106.70782260602256
Built-up  Area,Ready To Move,T Dasarahalli,1 Bedroom,,480,1.0,0.0,23.715811696459085
Super built-up  Area,18-Jul,Bhoganhalli,4 BHK,Rosha I,2171,4.0,2.0,114.5500870365799
Plot  Area,Ready To Move,Hormavu,4 Bedroom,,3054,4.0,1.0,235.93113708265432
Super built-up  Area,20-Dec,Old Madras Road,2 BHK,SheldGr,1165 - 1225,2.0,0.0,65.95652717151398
Super built-up  Area,17-Nov,Babusapalaya,3 BHK,,1214,2.0,2.0,45.08304960183241
Super built-up  Area,Ready To Move,Dena Bank Colony,1 BHK,AlentAp,570,1.0,2.0,29.64124348033168
Super built-up  Area,Ready To Move,Choodasandra,2 BHK,MJiyayl,1249,2.0,2.0,49.715765068188894
Built-up  Area,Ready To Move,R.T. Nagar,2 BHK,,1000,2.0,2.0,51.838041865409195
Super built-up  Area,19-Dec,Binny Pete,4 BHK,Shestlo,2695 - 2940,,,175.49691175087565
Super built-up  Area,17-Nov,Sarjapur  Road,3 BHK,PualeSk,1924,4.0,1.0,127.84359244704362
Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1153,2.0,2.0,57.22215110443422
Built-up  Area,Ready To Move,"Varthur Road, ",1 BHK,,663,1.0,1.0,39.57494104452329
Super built-up  Area,Ready To Move,Ambalipura,3 BHK,SJarkte,1730,3.0,1.0,78.34582615216192
Super built-up  Area,Ready To Move,Doddakallasandra,3 BHK,,1145,2.0,1.0,42.96696650376953
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1304,2.0,2.0,52.062080438294295
Super built-up  Area,21-Dec,Hebbal,3 BHK,Raard B,1645,3.0,2.0,119.83045923398234
Super built-up  Area,Ready To Move,Lingadheeranahalli,4 BHK,Soiewre,2247,4.0,2.0,175.12055433517645
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,,1152,3.0,1.0,67.67335520231907
Built-up  Area,Ready To Move,"yelahanka, north",3 BHK,,1512,2.0,2.0,79.60684343121608
Super built-up  Area,Ready To Move,RMV 2nd Stage,4 BHK,,2830,4.0,0.0,184.1065223371188
Super built-up  Area,Ready To Move,Ittamadu,2 BHK,,1080,2.0,0.0,44.52581195717997
Plot  Area,Ready To Move,Whitefield,5 Bedroom,PrOakSi,2200,5.0,0.0,255.17126619850478
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1608,3.0,3.0,54.08334933654864
Built-up  Area,Ready To Move,Hebbal,2 BHK,,1068,2.0,1.0,67.11426013825847
Plot  Area,Ready To Move,5th Phase JP Nagar,4 Bedroom,,1200,4.0,1.0,127.0389469107767
Super built-up  Area,Ready To Move,Koramangala,3 BHK,Gencysi,2100,3.0,2.0,184.8571341169302
Super built-up  Area,Ready To Move,Jakkur,3 BHK,,1711,3.0,1.0,114.72255980568038
Super built-up  Area,Ready To Move,Hoodi,3 BHK,Keers S,1769,3.0,3.0,104.33492349572758
Super built-up  Area,Ready To Move,Vittasandra,3 BHK,Prlla C,1650,3.0,2.0,82.67595773143437
Super built-up  Area,Ready To Move,Kereguddadahalli,2 BHK,,4000,2.0,1.0,379.2059712233692
Super built-up  Area,Ready To Move,Alfa Garden Layout,2 BHK,,1010,2.0,1.0,46.97513101524912
Super built-up  Area,Ready To Move,Kenchenahalli,2 BHK,AriosPa,1145,2.0,2.0,55.47187379404276
Super built-up  Area,Ready To Move,Doopanahalli,3 BHK,VancyRe,2050,4.0,1.0,177.71883348411734
Plot  Area,Ready To Move,kg halli hidayat nagar,6 Bedroom,,600,3.0,3.0,88.68474801663857
Super built-up  Area,Ready To Move,Srinivasa Nagar,4 BHK,,3500,4.0,3.0,278.91692668774937
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1295,2.0,2.0,52.01665332262972
Built-up  Area,Ready To Move,Kauser Nagar,9 BHK,,4000,8.0,,127.20495053548547
Plot  Area,Ready To Move,Whitefield,4 Bedroom,SarkkHy,2660,3.0,2.0,283.9746859969526
Super built-up  Area,18-Apr,Electronic City,2 BHK,Prarkun,1128,2.0,1.0,65.01677143795702
Super built-up  Area,Ready To Move,Sathya Sai Layout,4 BHK,Prowshi,5576,6.0,3.0,407.97206649412334
Super built-up  Area,19-Dec,Hoodi,3 BHK,,1350,3.0,2.0,93.29627001295522
Plot  Area,Ready To Move,Hulimavu,9 Bedroom,,1200,9.0,1.0,162.61256968465653
Super built-up  Area,Ready To Move,Dasarahalli,3 BHK,Sooneoo,1902.55,3.0,2.0,83.42992210279037
Super built-up  Area,Ready To Move,Doddathoguru,2 BHK,Prncy R,1180,2.0,2.0,44.71558521938317
Super built-up  Area,Ready To Move,Iblur Village,3 BHK,Emine P,2666,4.0,1.0,207.02525607145847
Super built-up  Area,Ready To Move,Doddanakundi Industrial Area 2,2 BHK,,1194,2.0,1.0,64.57732417746065
Super built-up  Area,Ready To Move,Bellandur ORR,4 BHK,,3335,4.0,3.0,278.91692668774937
Plot  Area,Ready To Move,Sector 2 HSR Layout,1 Bedroom,,900,1.0,1.0,59.41361704482556
Built-up  Area,Ready To Move,Ulsoor,2 BHK,,900,2.0,0.0,54.9644455516701
Plot  Area,Ready To Move, Devarachikkanahalli,5 Bedroom,,1960,6.0,,144.36584547671433
Plot  Area,Ready To Move,Dodda Nekkundi,4 Bedroom,FeisePa,4000,5.0,,363.71718416674776
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,Gaent R,882,2.0,2.0,46.24403712655984
Built-up  Area,Ready To Move,Nagappa Reddy Layout,2 BHK,,1150,2.0,2.0,64.87617315671439
Super built-up  Area,19-Oct,Hebbal,3 BHK,SNontle,2600,3.0,2.0,157.71719559490464
Built-up  Area,Ready To Move,Kengeri,1 BHK,,405,1.0,0.0,21.16904856434744
Super built-up  Area,Ready To Move,Parappana Agrahara,2 BHK,Peide L,1194,2.0,2.0,46.28356922546528
Super built-up  Area,Ready To Move,JP Nagar,3 BHK,MBncyh ,1485,2.0,2.0,65.47592566985621
Built-up  Area,Ready To Move,MCECHS  layout,2 BHK,,1150,2.0,2.0,63.4279008374143
Super built-up  Area,18-Dec,Lalbagh Road,3 BHK,,2485,3.0,2.0,254.1922013955961
Super built-up  Area,Ready To Move,2nd Block Koramangala,2 BHK,,1200,2.0,1.0,62.95944277417913
Super built-up  Area,18-Oct,Vidyapeeta,2 BHK,,1095,2.0,2.0,49.601473764536
Super built-up  Area,Ready To Move,Kadugodi,2 BHK,Alestrb,1314,2.0,1.0,52.77968870330772
Super built-up  Area,Ready To Move,Naidu Layout,2 BHK,,1180,2.0,1.0,53.02294886929118
Plot  Area,Ready To Move,Uttarahalli,7 Bedroom,,1750,7.0,0.0,165.88232132046926
Super built-up  Area,19-Jan,Gunjur,2 BHK,,1304,2.0,1.0,54.613630130010556
Super built-up  Area,Ready To Move,Hulimavu,3 BHK,NiarkHy,1222,2.0,1.0,73.19028768876284
Plot  Area,Ready To Move,Bhuvaneswari Nagar,5 Bedroom,,1410,4.0,,156.55470679745588
Super built-up  Area,Ready To Move,BTM 2nd Stage,2 BHK,Fea 3Al,880,3.0,0.0,44.84771664799692
Super built-up  Area,Ready To Move,Wilson Garden,3 BHK,SaageWi,2163,3.0,,200.8025450492281
Super built-up  Area,Ready To Move,Jeevanhalli,2 BHK,Puarka ,1200,2.0,2.0,52.37288878026106
Super built-up  Area,19-Dec,7th Phase JP Nagar,3 BHK,Puarero,1975 - 2289,3.0,0.0,119.64481141836836
Super built-up  Area,18-Jul,Iblur Village,3 BHK,DNionfl,1920,3.0,2.0,136.00928693076239
Super built-up  Area,Ready To Move,Bagalur Main Road,2 BHK,,1197,2.0,2.0,52.48455801659386
Built-up  Area,Ready To Move,Ardendale,2 BHK,Miwel M,1245,2.0,2.0,62.17897748993402
Super built-up  Area,18-Aug,Balagere,2 BHK,Soresea,1007,2.0,1.0,62.97374458429365
Super built-up  Area,18-Mar,Rajarajeshwari Nagar,3 BHK,,1410,2.0,2.0,54.80559303670026
Super built-up  Area,Ready To Move,Chandapura,2 BHK,,950,2.0,0.0,18.215312579717633
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Ahriaup,1050,2.0,2.0,51.791293516931006
Super built-up  Area,Ready To Move,JP Nagar,3 BHK,,1478,2.0,2.0,65.47592566985621
Super built-up  Area,Ready To Move,kanakapura main road,3 BHK,,1425,2.0,2.0,60.2364106016183
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Ayaya A,1275,2.0,2.0,55.58424033019931
Built-up  Area,Ready To Move,Munnekollal,2 BHK,Akave E,1200,2.0,1.0,56.37789877626035
Built-up  Area,Ready To Move,Kammanahalli,8 Bedroom,,5540,6.0,,241.09757088004284
Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,Prtanha,1245,2.0,3.0,94.37373414095876
Super built-up  Area,Ready To Move,Hoodi,2 BHK,Mantsm ,1133,2.0,1.0,79.22226965641022
Super built-up  Area,18-Dec,Kathreguppe,3 BHK,,1650,3.0,3.0,89.80274130521774
Super built-up  Area,Ready To Move,Kammasandra,3 BHK,Puitea ,1200,3.0,1.0,33.39658131757595
Plot  Area,Ready To Move,R.T. Nagar,3 Bedroom,,900,2.0,1.0,110.99240253881533
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,,993,2.0,1.0,39.091173412516255
Super built-up  Area,18-Feb,Panathur,1 BHK,,661,2.0,1.0,52.86801273352807
Super built-up  Area,Ready To Move,OMBR Layout,2 BHK,,1101,2.0,2.0,71.58082007936865
Super built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,Manetr ,785,2.0,1.0,26.984524524567007
Plot  Area,Ready To Move,Mysore Road,5 Bedroom,,1200,3.0,2.0,109.13008054472871
Super built-up  Area,Ready To Move,Vijaya Bank Layout,2 BHK,,1200,2.0,1.0,62.894705677678225
Super built-up  Area,Ready To Move,KR Puram,2 BHK,MCvarar,1120,2.0,1.0,45.317517289503115
Super built-up  Area,18-Oct,Varthur,2 BHK,Soamsay,1210,2.0,1.0,39.51822895957772
Super built-up  Area,18-May,Electronic City Phase II,4 BHK,SNbay G,2150,4.0,2.0,99.41018071505346
Plot  Area,Ready To Move,Sundara Nagar,4 Bedroom,,1450,4.0,2.0,139.54157301425215
Super built-up  Area,18-Jul,Electronic City Phase II,2 BHK,Sryalan,1000,2.0,1.0,29.737425262044678
Built-up  Area,Ready To Move,Whitefield,2 BHK,,1197,2.0,1.0,67.67429448855418
Super built-up  Area,Ready To Move,Electronics City Phase 1,1 BHK,Shiaa S,695,1.0,1.0,30.31784052187651
Super built-up  Area,Ready To Move,Hebbal,2 BHK,Mahosya,1420,2.0,1.0,104.36365113894892
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,,1565,2.0,1.0,69.78675641683503
Super built-up  Area,Ready To Move,Sultan Palaya,4 BHK,RSntsAp,2200,3.0,3.0,125.56819197397171
Super built-up  Area,Ready To Move,Herohalli,2 BHK,,1200,2.0,1.0,62.95944277417913
Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,Dieldli,1047,2.0,1.0,77.36024399058181
Super built-up  Area,Ready To Move,BEML Layout,3 BHK,,1375,2.0,2.0,76.10532460255159
Plot  Area,Ready To Move,MS Pallya,2 Bedroom,,990,1.0,1.0,81.00077734599807
Built-up  Area,Ready To Move,Bagalur,4 BHK,Krton S,2400,4.0,2.0,179.0801299889313
Super built-up  Area,Ready To Move,Banashankari Stage III,3 BHK,Pridsi ,1260,2.0,1.0,59.7910191996259
Super built-up  Area,Ready To Move,Shanthinagar,2 BHK,,1080,2.0,2.0,46.461320902423864
Built-up  Area,Ready To Move,Omkar Nagar,3 BHK,,1200,3.0,2.0,71.20315669935415
Super built-up  Area,17-May,Chikkalasandra,3 BHK,,1348,2.0,1.0,47.46999140240437
Built-up  Area,18-Apr,Whitefield,2 BHK,,1170,2.0,1.0,67.67429448855418
Super built-up  Area,Ready To Move,Chandapura,2 BHK,PavesGr,806,2.0,2.0,26.731616473354872
Super built-up  Area,20-Dec,Jakkur,2 BHK,ArndsSk,1245,2.0,1.0,80.7363851305511
Built-up  Area,Ready To Move,"Sarjapur Road, ",4 Bedroom,,2200,4.0,3.0,176.0116558056581
Plot  Area,Ready To Move,Tumkur Road,6 Bedroom,,1200,5.0,2.0,149.49757659620775
Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,Brway G,1370,3.0,2.0,208.6390719684354
Carpet  Area,Ready To Move,Thanisandra,2 BHK,R ra  R,1449,2.0,2.0,71.53768673422921
Super built-up  Area,18-May,Kumbena Agrahara,3 BHK,,1355,3.0,,86.84808970962922
Super built-up  Area,Ready To Move,Murugeshpalya,2 BHK,,1240,2.0,3.0,65.74693375290505
Super built-up  Area,18-May,Devanahalli,3 BHK,Cerdsga,1290,2.0,1.0,61.56799224053167
Super built-up  Area,19-Mar,Hennur Road,2 BHK,Puachal,1232,2.0,1.0,77.82318228419332
Super built-up  Area,Ready To Move,Mahadevpura,2 BHK,Neisei ,1212,2.0,1.0,53.46089089830004
Super built-up  Area,19-Dec,Chandapura,3 BHK,SuVue S,1225,3.0,1.0,37.23592225995564
Built-up  Area,Ready To Move,Hebbal,2 BHK,Arsil B,1070,2.0,2.0,53.38814612187547
Built-up  Area,Ready To Move,Raghavendra Layout,3 BHK,,1974,3.0,2.0,118.05955544085327
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,PualeSk,1711,3.0,1.0,114.20496632240163
Built-up  Area,Ready To Move,Jalahalli West,1 BHK,Prntsax,460,1.0,1.0,18.746859737298376
Built-up  Area,17-Sep,Thanisandra,2 BHK,Bhmesy ,1276,2.0,2.0,96.22633693388008
Built-up  Area,18-May,Raja Rajeshwari Nagar,2 BHK,Prllsan,1168,2.0,1.0,48.09254639106008
Super built-up  Area,Ready To Move,MS Pallya,2 BHK,,1200,2.0,0.0,65.9366122670813
Plot  Area,Ready To Move,Canara Bank Colony,9 Bedroom,,1650,9.0,3.0,197.43826021504205
Super built-up  Area,Ready To Move,Cunningham Road,4 BHK,,5400,4.0,3.0,681.0518216922233
Plot  Area,Ready To Move,Old Madras Road,9 Bedroom,,750,9.0,3.0,193.5244002647374
Super built-up  Area,Ready To Move,Hosa Road,2 BHK,SSaleRo,1025,2.0,1.0,50.043529452269304
Super built-up  Area,18-Dec,Hebbal,3 BHK,SNontle,2526,3.0,2.0,157.71719559490464
Super built-up  Area,22-Jun,Hoodi,3 BHK,GoAirej,1853,3.0,2.0,128.1938032661268
Super built-up  Area,Ready To Move,Jalahalli,2 BHK,Kuownri,905,2.0,2.0,90.45195201804808
Plot  Area,Ready To Move,Hulimavu,5 Bedroom,,1500,5.0,3.0,155.1633410208249
Super built-up  Area,18-Dec,Hebbal,3 BHK,Cehosy ,3485,5.0,2.0,287.35780919395995
Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,Prityel,845,2.0,1.0,32.390036463330866
Super built-up  Area,Ready To Move,Banashankari,3 BHK,V2anags,1440,2.0,,81.22254714324693
Super built-up  Area,Ready To Move,Hosur Road,4 BHK,Saageat,2800,4.0,2.0,161.86979655286876
Super built-up  Area,Ready To Move,Anekal,2 BHK,,732,1.0,2.0,29.225239746528402
Plot  Area,Ready To Move,Kothannur,4 Bedroom,,1200,5.0,,272.7588192624043
Super built-up  Area,Ready To Move,Hosapalya,9 BHK,,3000,9.0,,303.8968636780391
Super built-up  Area,Ready To Move,KR Puram,2 BHK,Hivesdr,950,2.0,1.0,44.567373382872745
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Bhmesy ,1098,2.0,2.0,57.41732015411396
Plot  Area,Ready To Move,Hegganahalli,3 Bedroom,,700,2.0,2.0,118.02960561553594
