area_type,availability,location,size,society,total_sqft,bath,balcony,price
Built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1680,3.0,2.0,113.84707950016171
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,i1rtsCo,1395,3.0,2.0,63.77419413913577
Plot  Area,Ready To Move,Chandapura,4 Bedroom,,1425,3.0,1.0,113.26549521048376
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,,1540,3.0,1.0,95.05020247544897
Super built-up  Area,Ready To Move,Old Airport Road,4 BHK,Roa 2ha,2671,4.0,,225.0923265059309
Built-up  Area,Ready To Move,Malleshwaram,8 Bedroom,,6700,8.0,0.0,243.64884337384066
Super built-up  Area,Ready To Move,Hebbal,3 BHK,Kacesh ,2388,3.0,2.0,144.9845240926874
Plot  Area,Ready To Move,KSRTC Layout,6 Bedroom,,1000,6.0,3.0,173.4796456114865
Super built-up  Area,18-Jul,Ramagondanahalli,2 BHK,ViistLa,1235,2.0,1.0,48.89823006903832
Super built-up  Area,18-Sep,Chandapura,2 BHK,SunceEs,1015,2.0,2.0,27.012790531922064
Super built-up  Area,Ready To Move,Hormavu,2 BHK,,970,2.0,2.0,50.62053183279826
Super built-up  Area,18-Jul,Old Madras Road,2 BHK,SheldGr,1225,2.0,1.0,60.40941123589177
Plot  Area,18-May,TC Palaya,3 Bedroom,,1200,2.0,0.0,66.04983287888993
Super built-up  Area,Ready To Move,KR Puram,2 BHK,SVlesas,1156,2.0,1.0,49.27812249778402
Super built-up  Area,Ready To Move,Kaikondrahalli,3 BHK,Brtiael,1735,2.0,2.0,76.87430751727265
Super built-up  Area,Ready To Move,Kengeri,2 BHK,,750,2.0,1.0,35.00582714605591
Built-up  Area,Ready To Move,Kattigenahalli,1 BHK,,750,1.0,2.0,42.448149522886624
Built-up  Area,Ready To Move,RMV Extension,3 BHK,Hohnari,1775,3.0,1.0,125.6014459938
Super built-up  Area,Ready To Move,Kumaraswami Layout,3 BHK,RoisePa,1350,2.0,1.0,57.65471186212803
Super built-up  Area,Ready To Move,Begur Road,2 BHK,DhncyRe,965,2.0,2.0,39.5894978112718
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,Gaodsch,1505,3.0,2.0,96.98417562486937
Super built-up  Area,Ready To Move,Sector 7 HSR Layout,2 BHK,Saitya ,1342,2.0,2.0,115.91228920901987
Plot  Area,Ready To Move,Shivaji Nagar,1 Bedroom,,374,1.0,0.0,41.117506767019144
Super built-up  Area,Ready To Move,Mahadevpura,3 BHK,3Codeli,2178,3.0,1.0,68.9962790390307
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1452,3.0,3.0,58.53166721921157
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1580,2.0,1.0,61.71306470003469
Super built-up  Area,Ready To Move,8th Block Jayanagar,4 BHK,Vaisei ,3367,5.0,,314.48909202739776
Built-up  Area,Ready To Move,Whitefield,2 BHK,P acera,1305,2.0,1.0,69.04468303825864
Super built-up  Area,Ready To Move,Old Madras Road,2 BHK,Brglede,1210,2.0,1.0,60.40941123589171
Built-up  Area,18-Dec,Electronic City,2 BHK,,1090,2.0,1.0,41.924107308381274
Plot  Area,Ready To Move,Srinagar,6 Bedroom,,1800,5.0,2.0,227.57540943102416
Super built-up  Area,Ready To Move,Murugeshpalya,2 BHK,Sahtsi ,1175,2.0,1.0,54.734924255838635
Super built-up  Area,Ready To Move,Electronic City,3 BHK,Itvir M,1103,2.0,2.0,46.56317086161566
Built-up  Area,Ready To Move,Nagarbhavi,4 Bedroom,,2700,4.0,1.0,213.7053301593501
Super built-up  Area,19-Dec, Bhoganhalli,1 RK,Rosha I,336,1.0,0.0,24.50378278424938
Super built-up  Area,Ready To Move,Bagalur,3 BHK,Krton S,2767,3.0,1.0,224.20536103420991
Plot  Area,Ready To Move,9th Phase JP Nagar,4 Bedroom,,600,4.0,0.0,86.13727710913975
Super built-up  Area,Ready To Move,Old Madras Road,4 BHK,Brica E,3630,6.0,1.0,189.14065239284162
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,IBityin,2556,3.0,2.0,147.34678435049778
Plot  Area,Ready To Move,Frazer Town,4 Bedroom,,2400,4.0,0.0,318.0545261830785
Super built-up  Area,Ready To Move,BTM Layout,2 BHK,Raide P,1303,2.0,1.0,60.103328784694206
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Rie 2ri,1000,2.0,2.0,37.38295021831139
Super built-up  Area,Ready To Move,Hennur,2 BHK,SLureSi,1050,2.0,1.0,51.85794231660921
Super built-up  Area,19-Dec,7th Phase JP Nagar,4 BHK,Puarero,2504,4.0,1.0,170.8542655145751
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,,1035,2.0,1.0,49.610626368736305
Super built-up  Area,Ready To Move,Padmanabhanagar,2 BHK,Bipan A,1076,2.0,2.0,74.3147611974532
Super built-up  Area,18-May,Electronics City Phase 1,2 BHK,Shitt S,1200,2.0,2.0,53.185873145397466
Built-up  Area,18-Dec,Electronic City Phase II,2 BHK,Sryalan,1090,2.0,1.0,31.220231370566303
Super built-up  Area,Ready To Move,Whitefield,2 BHK,SSthamh,1180,2.0,2.0,49.56293958520853
Super built-up  Area,21-Dec,Thanisandra,3 BHK,Bhe 2ko,1349,3.0,3.0,90.69645909283189
Built-up  Area,Ready To Move,Thubarahalli,4 Bedroom,Raosehi,2000,4.0,2.0,111.64268536267998
Plot  Area,Ready To Move,Hosa Road,9 Bedroom,,4000,9.0,3.0,252.5758638743472
Super built-up  Area,Ready To Move,Hebbal,3 BHK,Brium C,3450,5.0,2.0,249.25081008805958
Built-up  Area,Ready To Move,Banashankari,4 Bedroom,Bharani,1300,3.0,1.0,129.85654561459677
Built-up  Area,Ready To Move,Devanahalli Road,3 Bedroom,,2424,3.0,3.0,153.55895554773346
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Bhncy R,1230,2.0,2.0,60.42231260753137
Super built-up  Area,18-Jul,Bhoganhalli,4 BHK,Rosha I,2119,4.0,3.0,126.27214119763237
Super built-up  Area,Ready To Move,Lakshmi Layout,3 BHK,,1600,3.0,,98.27180345200408
Super built-up  Area,Ready To Move, Hoodi,1 BHK,Aklon A,750,1.0,1.0,68.49505858934604
Super built-up  Area,Ready To Move,Whitefield,2 BHK,MKensi ,1225,2.0,2.0,52.06615414728463
Built-up  Area,18-Apr,Doddaballapur,1 Bedroom,,5Acres,1.0,0.0,27.793561721557506
Plot  Area,Ready To Move,nynappanahalli,3 Bedroom,,3600,3.0,1.0,396.4323924507229
Super built-up  Area,Ready To Move,Talaghattapura,3 BHK,,1350,2.0,1.0,53.18381315958787
Super built-up  Area,Ready To Move,Thirupalya,2 BHK,Pao 2Sm,1025,2.0,1.0,48.9178974048514
Super built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsan,920,2.0,1.0,51.28917412651972
Super built-up  Area,Ready To Move,Narayanappa Garden,2 BHK,Vacle P,1140,2.0,2.0,59.87373418467299
Plot  Area,Ready To Move,Sector 3 HSR Layout,1 Bedroom,,1200,1.0,,46.77425963457221
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Veales ,1350,2.0,2.0,61.36091240796671
Built-up  Area,Ready To Move,Subramanyapura,3 BHK,NaersSh,1750,3.0,2.0,80.00096576955701
Super built-up  Area,Ready To Move,Electronic City,1 BHK,Goty  E,638,1.0,1.0,32.55477355408742
Super built-up  Area,18-Apr,EPIP Zone,2 BHK,BrontLa,1130,2.0,1.0,61.060181048224685
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Puallhi,1984,4.0,1.0,120.4327126918273
Super built-up  Area,Ready To Move,Gottigere,2 BHK,Krryll ,1163,2.0,3.0,63.08967926068273
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,,1390,2.0,3.0,75.000429686841
Super built-up  Area,Ready To Move,Nandini Layout,1 BHK,,400,1.0,1.0,17.17044635742717
Super built-up  Area,Ready To Move,Chandra Layout,2 BHK,,864,2.0,1.0,32.252049945049116
Super built-up  Area,18-Nov,Kengeri,1 BHK,VBn 2lm,540,1.0,1.0,22.879543219688554
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,Sondaka,950,2.0,2.0,34.26948465973387
Super built-up  Area,18-Nov,Govindpura,2 BHK,,1171,2.0,1.0,57.04891408461849
Plot  Area,Ready To Move,Sadanand Nagar,3 Bedroom,,3075,3.0,1.0,308.76651925932833
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,NCowsar,1692,3.0,2.0,92.97376783676395
Super built-up  Area,Ready To Move,Kodihalli,4 BHK,Soianal,3321,4.0,2.0,433.89069559287344
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,SLaceda,1140,2.0,1.0,41.14828120670862
Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,Mayne A,1260,2.0,1.0,67.2169259678598
Built-up  Area,Ready To Move,Padmanabhanagar,2 BHK,,700,2.0,0.0,41.80477478989883
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,Dyayash,1485,3.0,2.0,77.12842231461003
Super built-up  Area,18-May,Rachenahalli,1 BHK,AsNowre,660 - 690,1.0,0.0,35.490437615627435
Built-up  Area,Ready To Move,Kothannur,2 BHK,,1090,2.0,3.0,46.607016358444156
Carpet  Area,20-Dec,Kanakpura Road,3 BHK,Roiti A,978,3.0,0.0,74.18133427807932
Super built-up  Area,15-Oct,Jeevanhalli,3 BHK,Moersrm,2200,4.0,,186.28544693849904
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Adeatlm,1700,3.0,2.0,106.83256980309832
Plot  Area,Ready To Move,Haralur Road,4 Bedroom,,1200,4.0,,166.4711663915853
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,NRowse ,1464,3.0,3.0,66.7449888113933
Super built-up  Area,18-Aug,Hennur Road,3 BHK,Puachal,1804,3.0,2.0,108.2230105729693
Super built-up  Area,Ready To Move,Gottigere,2 BHK,,1230,2.0,2.0,49.62963935739645
Built-up  Area,18-Aug,Battarahalli,3 BHK,PaontWa,2082,3.0,2.0,107.30137782271258
Built-up  Area,Ready To Move,Begur Road,3 BHK,Dhalsh ,1500,2.0,2.0,65.76834596182161
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,,1100,2.0,2.0,55.7478770568069
Super built-up  Area,Ready To Move,Rachenahalli,3 BHK,Sovar S,1530,2.0,2.0,73.52674346810228
Built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,,909,2.0,0.0,57.90716268820548
Super built-up  Area,Ready To Move,Whitefield,3 BHK,,1380,3.0,1.0,84.81152011762309
Built-up  Area,Ready To Move,Telecom Layout,3 Bedroom,,2140,4.0,1.0,116.8657011364815
Super built-up  Area,Ready To Move,Bellandur,2 BHK,Octons ,1309,2.0,,66.99754585247344
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1070,2.0,1.0,52.44925119719439
Plot  Area,18-Feb,Sarjapur  Road,4 Bedroom,,2650,4.0,2.0,317.0848427985034
Super built-up  Area,Ready To Move,Basavangudi,2 BHK,,1150,2.0,2.0,125.21543795441926
Built-up  Area,Ready To Move,Pulkeshi Nagar,5 BHK,ElaleSp,3500,5.0,,277.7069397736689
Super built-up  Area,Ready To Move,Thirupalya,1 BHK,Pao 2Sm,675,1.0,1.0,34.07230386373025
Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,Brods W,1333,3.0,1.0,44.45868748697174
Built-up  Area,19-Dec,"Hoodi Circle, ",3 BHK,,1545,3.0,2.0,87.2474753188682
Super built-up  Area,Ready To Move,Sanjay nagar,3 BHK,,1500,3.0,1.0,94.31183342146602
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,Soiniy ,1697,3.0,2.0,125.24109341143561
Plot  Area,Ready To Move,Koppa village,6 Bedroom,,1000,5.0,1.0,161.48172190954762
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,,2735,3.0,3.0,97.17113561863886
Built-up  Area,Ready To Move,T Dasarahalli,1 Bedroom,,480,1.0,0.0,26.309326301123868
Super built-up  Area,18-Jul,Bhoganhalli,4 BHK,Rosha I,2171,4.0,2.0,112.41304572557267
Plot  Area,Ready To Move,Hormavu,4 Bedroom,,3054,4.0,1.0,259.249101384594
Super built-up  Area,20-Dec,Old Madras Road,2 BHK,SheldGr,1165 - 1225,2.0,0.0,60.1291777349861
Super built-up  Area,17-Nov,Babusapalaya,3 BHK,,1214,2.0,2.0,47.35160719322299
Super built-up  Area,Ready To Move,Dena Bank Colony,1 BHK,AlentAp,570,1.0,2.0,27.79565693040504
Super built-up  Area,Ready To Move,Choodasandra,2 BHK,MJiyayl,1249,2.0,2.0,53.19815696237353
Built-up  Area,Ready To Move,R.T. Nagar,2 BHK,,1000,2.0,2.0,49.636758690676345
Super built-up  Area,19-Dec,Binny Pete,4 BHK,Shestlo,2695 - 2940,,,189.8737453258004
Super built-up  Area,17-Nov,Sarjapur  Road,3 BHK,PualeSk,1924,4.0,1.0,120.4327126918273
Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1153,2.0,2.0,57.34831587363286
Built-up  Area,Ready To Move,"Varthur Road, ",1 BHK,,663,1.0,1.0,34.916727402331524
Super built-up  Area,Ready To Move,Ambalipura,3 BHK,SJarkte,1730,3.0,1.0,68.66758077487863
Super built-up  Area,Ready To Move,Doddakallasandra,3 BHK,,1145,2.0,1.0,46.66925138923448
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1304,2.0,2.0,51.08403719337777
Super built-up  Area,21-Dec,Hebbal,3 BHK,Raard B,1645,3.0,2.0,122.37079392804071
Super built-up  Area,Ready To Move,Lingadheeranahalli,4 BHK,Soiewre,2247,4.0,2.0,152.75612929822256
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,,1152,3.0,1.0,63.39771326243505
Built-up  Area,Ready To Move,"yelahanka, north",3 BHK,,1512,2.0,2.0,75.78710772260804
Super built-up  Area,Ready To Move,RMV 2nd Stage,4 BHK,,2830,4.0,0.0,194.79326784047666
Super built-up  Area,Ready To Move,Ittamadu,2 BHK,,1080,2.0,0.0,42.65242814277931
Plot  Area,Ready To Move,Whitefield,5 Bedroom,PrOakSi,2200,5.0,0.0,229.3489608793836
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1608,3.0,3.0,55.52966084479239
Built-up  Area,Ready To Move,Hebbal,2 BHK,,1068,2.0,1.0,60.630839102414335
Plot  Area,Ready To Move,5th Phase JP Nagar,4 Bedroom,,1200,4.0,1.0,136.21122180113147
Super built-up  Area,Ready To Move,Koramangala,3 BHK,Gencysi,2100,3.0,2.0,187.6845222168193
Super built-up  Area,Ready To Move,Jakkur,3 BHK,,1711,3.0,1.0,110.6822916367955
Super built-up  Area,Ready To Move,Hoodi,3 BHK,Keers S,1769,3.0,3.0,111.11433814485993
Super built-up  Area,Ready To Move,Vittasandra,3 BHK,Prlla C,1650,3.0,2.0,86.57636787778894
Super built-up  Area,Ready To Move,Kereguddadahalli,2 BHK,,4000,2.0,1.0,402.14264638195834
Super built-up  Area,Ready To Move,Alfa Garden Layout,2 BHK,,1010,2.0,1.0,46.59133468112117
Super built-up  Area,Ready To Move,Kenchenahalli,2 BHK,AriosPa,1145,2.0,2.0,57.07527807493703
Super built-up  Area,Ready To Move,Doopanahalli,3 BHK,VancyRe,2050,4.0,1.0,158.2327452250277
Plot  Area,Ready To Move,kg halli hidayat nagar,6 Bedroom,,600,3.0,3.0,98.31722990446688
Super built-up  Area,Ready To Move,Srinivasa Nagar,4 BHK,,3500,4.0,3.0,285.754841798894
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1295,2.0,2.0,51.08403719337777
Built-up  Area,Ready To Move,Kauser Nagar,9 BHK,,4000,8.0,,157.0578528314125
Plot  Area,Ready To Move,Whitefield,4 Bedroom,SarkkHy,2660,3.0,2.0,273.0139483128769
Super built-up  Area,18-Apr,Electronic City,2 BHK,Prarkun,1128,2.0,1.0,65.39499571195982
Super built-up  Area,Ready To Move,Sathya Sai Layout,4 BHK,Prowshi,5576,6.0,3.0,391.9506397026995
Super built-up  Area,19-Dec,Hoodi,3 BHK,,1350,3.0,2.0,102.58564593312973
Plot  Area,Ready To Move,Hulimavu,9 Bedroom,,1200,9.0,1.0,151.37840009153362
Super built-up  Area,Ready To Move,Dasarahalli,3 BHK,Sooneoo,1902.55,3.0,2.0,90.96966301913439
Super built-up  Area,Ready To Move,Doddathoguru,2 BHK,Prncy R,1180,2.0,2.0,48.37572014066686
Super built-up  Area,Ready To Move,Iblur Village,3 BHK,Emine P,2666,4.0,1.0,226.31716186280093
Super built-up  Area,Ready To Move,Doddanakundi Industrial Area 2,2 BHK,,1194,2.0,1.0,63.16618933626572
Super built-up  Area,Ready To Move,Bellandur ORR,4 BHK,,3335,4.0,3.0,285.754841798894
Plot  Area,Ready To Move,Sector 2 HSR Layout,1 Bedroom,,900,1.0,1.0,47.62797213015418
Built-up  Area,Ready To Move,Ulsoor,2 BHK,,900,2.0,0.0,49.80138258776375
Plot  Area,Ready To Move, Devarachikkanahalli,5 Bedroom,,1960,6.0,,166.54042554364565
Plot  Area,Ready To Move,Dodda Nekkundi,4 Bedroom,FeisePa,4000,5.0,,347.3689233043678
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,Gaent R,882,2.0,2.0,45.867334125665174
Built-up  Area,Ready To Move,Nagappa Reddy Layout,2 BHK,,1150,2.0,2.0,62.693983297665106
Super built-up  Area,19-Oct,Hebbal,3 BHK,SNontle,2600,3.0,2.0,144.9845240926874
Built-up  Area,Ready To Move,Kengeri,1 BHK,,405,1.0,0.0,22.180836265542407
Super built-up  Area,Ready To Move,Parappana Agrahara,2 BHK,Peide L,1194,2.0,2.0,46.29565093511624
Super built-up  Area,Ready To Move,JP Nagar,3 BHK,MBncyh ,1485,2.0,2.0,70.8183738774634
Built-up  Area,Ready To Move,MCECHS  layout,2 BHK,,1150,2.0,2.0,65.29265663306495
Super built-up  Area,18-Dec,Lalbagh Road,3 BHK,,2485,3.0,2.0,304.0719013166769
Super built-up  Area,Ready To Move,2nd Block Koramangala,2 BHK,,1200,2.0,1.0,61.12991860565879
Super built-up  Area,18-Oct,Vidyapeeta,2 BHK,,1095,2.0,2.0,46.93600449057692
Super built-up  Area,Ready To Move,Kadugodi,2 BHK,Alestrb,1314,2.0,1.0,56.2754756092853
Super built-up  Area,Ready To Move,Naidu Layout,2 BHK,,1180,2.0,1.0,55.59771579008712
Plot  Area,Ready To Move,Uttarahalli,7 Bedroom,,1750,7.0,0.0,166.95467202636493
Super built-up  Area,19-Jan,Gunjur,2 BHK,,1304,2.0,1.0,51.33120295184914
Super built-up  Area,Ready To Move,Hulimavu,3 BHK,NiarkHy,1222,2.0,1.0,73.47172340424703
Plot  Area,Ready To Move,Bhuvaneswari Nagar,5 Bedroom,,1410,4.0,,153.3534715241372
Super built-up  Area,Ready To Move,BTM 2nd Stage,2 BHK,Fea 3Al,880,3.0,0.0,45.19608744727784
Super built-up  Area,Ready To Move,Wilson Garden,3 BHK,SaageWi,2163,3.0,,193.85804854113053
Super built-up  Area,Ready To Move,Jeevanhalli,2 BHK,Puarka ,1200,2.0,2.0,53.490026257732076
Super built-up  Area,19-Dec,7th Phase JP Nagar,3 BHK,Puarero,1975 - 2289,3.0,0.0,147.05411907891556
Super built-up  Area,18-Jul,Iblur Village,3 BHK,DNionfl,1920,3.0,2.0,143.8441625703301
Super built-up  Area,Ready To Move,Bagalur Main Road,2 BHK,,1197,2.0,2.0,52.834230087086794
Built-up  Area,Ready To Move,Ardendale,2 BHK,Miwel M,1245,2.0,2.0,61.56956237429236
Super built-up  Area,18-Aug,Balagere,2 BHK,Soresea,1007,2.0,1.0,62.84370444076854
Super built-up  Area,18-Mar,Rajarajeshwari Nagar,3 BHK,,1410,2.0,2.0,56.46212209225884
Super built-up  Area,Ready To Move,Chandapura,2 BHK,,950,2.0,0.0,20.39021210389259
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Ahriaup,1050,2.0,2.0,50.7110588717329
Super built-up  Area,Ready To Move,JP Nagar,3 BHK,,1478,2.0,2.0,70.8183738774634
Super built-up  Area,Ready To Move,kanakapura main road,3 BHK,,1425,2.0,2.0,58.85969688390702
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Ayaya A,1275,2.0,2.0,53.11465380163257
Built-up  Area,Ready To Move,Munnekollal,2 BHK,Akave E,1200,2.0,1.0,60.790215506079456
Built-up  Area,Ready To Move,Kammanahalli,8 Bedroom,,5540,6.0,,247.59441862774023
Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,Prtanha,1245,2.0,3.0,97.44460263669937
Super built-up  Area,Ready To Move,Hoodi,2 BHK,Mantsm ,1133,2.0,1.0,70.68896671788292
Super built-up  Area,18-Dec,Kathreguppe,3 BHK,,1650,3.0,3.0,83.89123917847903
Super built-up  Area,Ready To Move,Kammasandra,3 BHK,Puitea ,1200,3.0,1.0,35.17221527282522
Plot  Area,Ready To Move,R.T. Nagar,3 Bedroom,,900,2.0,1.0,107.14907018758332
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,,993,2.0,1.0,39.999303352278154
Super built-up  Area,18-Feb,Panathur,1 BHK,,661,2.0,1.0,59.80668401571636
Super built-up  Area,Ready To Move,OMBR Layout,2 BHK,,1101,2.0,2.0,73.12839495468224
Super built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,Manetr ,785,2.0,1.0,25.539213919471077
Plot  Area,Ready To Move,Mysore Road,5 Bedroom,,1200,3.0,2.0,122.56041767882192
Super built-up  Area,Ready To Move,Vijaya Bank Layout,2 BHK,,1200,2.0,1.0,59.42211036339314
Super built-up  Area,Ready To Move,KR Puram,2 BHK,MCvarar,1120,2.0,1.0,49.353899433303
Super built-up  Area,18-Oct,Varthur,2 BHK,Soamsay,1210,2.0,1.0,45.19913069840131
Super built-up  Area,18-May,Electronic City Phase II,4 BHK,SNbay G,2150,4.0,2.0,105.28689454151566
Plot  Area,Ready To Move,Sundara Nagar,4 Bedroom,,1450,4.0,2.0,134.76255165909026
Super built-up  Area,18-Jul,Electronic City Phase II,2 BHK,Sryalan,1000,2.0,1.0,33.770125085924214
Built-up  Area,Ready To Move,Whitefield,2 BHK,,1197,2.0,1.0,63.35428890575602
Super built-up  Area,Ready To Move,Electronics City Phase 1,1 BHK,Shiaa S,695,1.0,1.0,33.24073013811628
Super built-up  Area,Ready To Move,Hebbal,2 BHK,Mahosya,1420,2.0,1.0,102.43363186417457
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,,1565,2.0,1.0,69.82450834514792
Super built-up  Area,Ready To Move,Sultan Palaya,4 BHK,RSntsAp,2200,3.0,3.0,130.94043727315577
Super built-up  Area,Ready To Move,Herohalli,2 BHK,,1200,2.0,1.0,61.12991860565879
Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,Dieldli,1047,2.0,1.0,69.94569368163678
Super built-up  Area,Ready To Move,BEML Layout,3 BHK,,1375,2.0,2.0,74.13507030366229
Plot  Area,Ready To Move,MS Pallya,2 Bedroom,,990,1.0,1.0,70.61702187361557
Built-up  Area,Ready To Move,Bagalur,4 BHK,Krton S,2400,4.0,2.0,153.8999064989213
Super built-up  Area,Ready To Move,Banashankari Stage III,3 BHK,Pridsi ,1260,2.0,1.0,66.8003236518593
Super built-up  Area,Ready To Move,Shanthinagar,2 BHK,,1080,2.0,2.0,43.936200021723536
Built-up  Area,Ready To Move,Omkar Nagar,3 BHK,,1200,3.0,2.0,63.91373555397061
Super built-up  Area,17-May,Chikkalasandra,3 BHK,,1348,2.0,1.0,49.85841098697933
Built-up  Area,18-Apr,Whitefield,2 BHK,,1170,2.0,1.0,63.35428890575608
Super built-up  Area,Ready To Move,Chandapura,2 BHK,PavesGr,806,2.0,2.0,27.012790531922064
Super built-up  Area,20-Dec,Jakkur,2 BHK,ArndsSk,1245,2.0,1.0,80.00104150719875
Built-up  Area,Ready To Move,"Sarjapur Road, ",4 Bedroom,,2200,4.0,3.0,181.38723422166183
Plot  Area,Ready To Move,Tumkur Road,6 Bedroom,,1200,5.0,2.0,158.17421407993896
Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,Brway G,1370,3.0,2.0,187.26569332017107
Carpet  Area,Ready To Move,Thanisandra,2 BHK,R ra  R,1449,2.0,2.0,67.42352842391246
Super built-up  Area,18-May,Kumbena Agrahara,3 BHK,,1355,3.0,,98.27180345200408
Super built-up  Area,Ready To Move,Murugeshpalya,2 BHK,,1240,2.0,3.0,61.06035026109476
Super built-up  Area,18-May,Devanahalli,3 BHK,Cerdsga,1290,2.0,1.0,60.467455682520026
Super built-up  Area,19-Mar,Hennur Road,2 BHK,Puachal,1232,2.0,1.0,76.96133810362106
Super built-up  Area,Ready To Move,Mahadevpura,2 BHK,Neisei ,1212,2.0,1.0,58.22887542398426
Super built-up  Area,19-Dec,Chandapura,3 BHK,SuVue S,1225,3.0,1.0,34.01649115115769
Built-up  Area,Ready To Move,Hebbal,2 BHK,Arsil B,1070,2.0,2.0,56.68763622216087
Built-up  Area,Ready To Move,Raghavendra Layout,3 BHK,,1974,3.0,2.0,108.47182807759594
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,PualeSk,1711,3.0,1.0,116.15212540991547
Built-up  Area,Ready To Move,Jalahalli West,1 BHK,Prntsax,460,1.0,1.0,19.018029763742092
Built-up  Area,17-Sep,Thanisandra,2 BHK,Bhmesy ,1276,2.0,2.0,84.6202248590934
Built-up  Area,18-May,Raja Rajeshwari Nagar,2 BHK,Prllsan,1168,2.0,1.0,54.00012981105623
Super built-up  Area,Ready To Move,MS Pallya,2 BHK,,1200,2.0,0.0,59.80031141089663
Plot  Area,Ready To Move,Canara Bank Colony,9 Bedroom,,1650,9.0,3.0,192.47825054736867
Super built-up  Area,Ready To Move,Cunningham Road,4 BHK,,5400,4.0,3.0,637.0904417868627
Plot  Area,Ready To Move,Old Madras Road,9 Bedroom,,750,9.0,3.0,185.05128052551532
Super built-up  Area,Ready To Move,Hosa Road,2 BHK,SSaleRo,1025,2.0,1.0,43.874031454495935
Super built-up  Area,18-Dec,Hebbal,3 BHK,SNontle,2526,3.0,2.0,144.9845240926874
Super built-up  Area,22-Jun,Hoodi,3 BHK,GoAirej,1853,3.0,2.0,115.98362383993157
Super built-up  Area,Ready To Move,Jalahalli,2 BHK,Kuownri,905,2.0,2.0,95.76115632668584
Plot  Area,Ready To Move,Hulimavu,5 Bedroom,,1500,5.0,3.0,170.7542114511963
Super built-up  Area,18-Dec,Hebbal,3 BHK,Cehosy ,3485,5.0,2.0,268.9006579739235
Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,Prityel,845,2.0,1.0,37.247493766612656
Super built-up  Area,Ready To Move,Banashankari,3 BHK,V2anags,1440,2.0,,69.41515114834603
Super built-up  Area,Ready To Move,Hosur Road,4 BHK,Saageat,2800,4.0,2.0,187.43922163166343
Super built-up  Area,Ready To Move,Anekal,2 BHK,,732,1.0,2.0,29.769242299594925
Plot  Area,Ready To Move,Kothannur,4 Bedroom,,1200,5.0,,228.39711839961797
Super built-up  Area,Ready To Move,Hosapalya,9 BHK,,3000,9.0,,279.4562165467854
Super built-up  Area,Ready To Move,KR Puram,2 BHK,Hivesdr,950,2.0,1.0,44.778857723405395
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Bhmesy ,1098,2.0,2.0,55.74787705680685
Plot  Area,Ready To Move,Hegganahalli,3 Bedroom,,700,2.0,2.0,109.00655138971283
