area_type,availability,location,size,society,total_sqft,bath,balcony,price
Built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1680,3.0,2.0,126.23181798455563
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,i1rtsCo,1395,3.0,2.0,65.58972835109462
Plot  Area,Ready To Move,Chandapura,4 Bedroom,,1425,3.0,1.0,76.81176597514576
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,,1540,3.0,1.0,105.31153150786628
Super built-up  Area,Ready To Move,Old Airport Road,4 BHK,Roa 2ha,2671,4.0,,229.56499453266375
Built-up  Area,Ready To Move,Malleshwaram,8 Bedroom,,6700,8.0,0.0,183.97491563383164
Super built-up  Area,Ready To Move,Hebbal,3 BHK,Kacesh ,2388,3.0,2.0,178.4605426864182
Plot  Area,Ready To Move,KSRTC Layout,6 Bedroom,,1000,6.0,3.0,189.7498419631962
Super built-up  Area,18-Jul,Ramagondanahalli,2 BHK,ViistLa,1235,2.0,1.0,48.479387368330734
Super built-up  Area,18-Sep,Chandapura,2 BHK,SunceEs,1015,2.0,2.0,25.879999999999992
Super built-up  Area,Ready To Move,Hormavu,2 BHK,,970,2.0,2.0,44.52323955314379
Super built-up  Area,18-Jul,Old Madras Road,2 BHK,SheldGr,1225,2.0,1.0,70.30318178886583
Plot  Area,18-May,TC Palaya,3 Bedroom,,1200,2.0,0.0,66.12465170161728
Super built-up  Area,Ready To Move,KR Puram,2 BHK,SVlesas,1156,2.0,1.0,50.86192141514803
Super built-up  Area,Ready To Move,Kaikondrahalli,3 BHK,Brtiael,1735,2.0,2.0,72.66487680320391
Super built-up  Area,Ready To Move,Kengeri,2 BHK,,750,2.0,1.0,37.462999475403834
Built-up  Area,Ready To Move,Kattigenahalli,1 BHK,,750,1.0,2.0,45.08578647638169
Built-up  Area,Ready To Move,RMV Extension,3 BHK,Hohnari,1775,3.0,1.0,181.7119224634207
Super built-up  Area,Ready To Move,Kumaraswami Layout,3 BHK,RoisePa,1350,2.0,1.0,50.770795453395344
Super built-up  Area,Ready To Move,Begur Road,2 BHK,DhncyRe,965,2.0,2.0,37.07492391324646
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,Gaodsch,1505,3.0,2.0,93.38824806494648
Super built-up  Area,Ready To Move,Sector 7 HSR Layout,2 BHK,Saitya ,1342,2.0,2.0,120.08507548343128
Plot  Area,Ready To Move,Shivaji Nagar,1 Bedroom,,374,1.0,0.0,33.10937718787678
Super built-up  Area,Ready To Move,Mahadevpura,3 BHK,3Codeli,2178,3.0,1.0,76.40218625366981
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1452,3.0,3.0,59.828294526380176
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1580,2.0,1.0,56.67878494306358
Super built-up  Area,Ready To Move,8th Block Jayanagar,4 BHK,Vaisei ,3367,5.0,,291.810427475785
Built-up  Area,Ready To Move,Whitefield,2 BHK,P acera,1305,2.0,1.0,75.06331666589259
Super built-up  Area,Ready To Move,Old Madras Road,2 BHK,Brglede,1210,2.0,1.0,77.71028337526957
Built-up  Area,18-Dec,Electronic City,2 BHK,,1090,2.0,1.0,42.95728798852144
Plot  Area,Ready To Move,Srinagar,6 Bedroom,,1800,5.0,2.0,249.2585897433316
Super built-up  Area,Ready To Move,Murugeshpalya,2 BHK,Sahtsi ,1175,2.0,1.0,66.8052021018718
Super built-up  Area,Ready To Move,Electronic City,3 BHK,Itvir M,1103,2.0,2.0,38.5513318377134
Built-up  Area,Ready To Move,Nagarbhavi,4 Bedroom,,2700,4.0,1.0,207.34328637485137
Super built-up  Area,19-Dec, Bhoganhalli,1 RK,Rosha I,336,1.0,0.0,21.536300680596213
Super built-up  Area,Ready To Move,Bagalur,3 BHK,Krton S,2767,3.0,1.0,219.56975565945095
Plot  Area,Ready To Move,9th Phase JP Nagar,4 Bedroom,,600,4.0,0.0,91.60413655074889
Super built-up  Area,Ready To Move,Old Madras Road,4 BHK,Brica E,3630,6.0,1.0,202.4913148464437
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,IBityin,2556,3.0,2.0,152.0461176889824
Plot  Area,Ready To Move,Frazer Town,4 Bedroom,,2400,4.0,0.0,509.5092491082927
Super built-up  Area,Ready To Move,BTM Layout,2 BHK,Raide P,1303,2.0,1.0,42.830251425984834
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Rie 2ri,1000,2.0,2.0,33.231039346596305
Super built-up  Area,Ready To Move,Hennur,2 BHK,SLureSi,1050,2.0,1.0,48.06695447997563
Super built-up  Area,19-Dec,7th Phase JP Nagar,4 BHK,Puarero,2504,4.0,1.0,159.9364327921791
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,,1035,2.0,1.0,39.835419426395916
Super built-up  Area,Ready To Move,Padmanabhanagar,2 BHK,Bipan A,1076,2.0,2.0,64.72928476408066
Super built-up  Area,18-May,Electronics City Phase 1,2 BHK,Shitt S,1200,2.0,2.0,50.04852814925454
Built-up  Area,18-Dec,Electronic City Phase II,2 BHK,Sryalan,1090,2.0,1.0,30.34142467511442
Super built-up  Area,Ready To Move,Whitefield,2 BHK,SSthamh,1180,2.0,2.0,46.60309571147997
Super built-up  Area,21-Dec,Thanisandra,3 BHK,Bhe 2ko,1349,3.0,3.0,96.8499349028211
Built-up  Area,Ready To Move,Thubarahalli,4 Bedroom,Raosehi,2000,4.0,2.0,102.44141192093342
Plot  Area,Ready To Move,Hosa Road,9 Bedroom,,4000,9.0,3.0,262.3102779450569
Super built-up  Area,Ready To Move,Hebbal,3 BHK,Brium C,3450,5.0,2.0,260.33263085302724
Built-up  Area,Ready To Move,Banashankari,4 Bedroom,Bharani,1300,3.0,1.0,142.21155975801764
Built-up  Area,Ready To Move,Devanahalli Road,3 Bedroom,,2424,3.0,3.0,185.40880513490345
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Bhncy R,1230,2.0,2.0,62.49457458004727
Super built-up  Area,18-Jul,Bhoganhalli,4 BHK,Rosha I,2119,4.0,3.0,123.49804868847363
Super built-up  Area,Ready To Move,Lakshmi Layout,3 BHK,,1600,3.0,,100.75499877462867
Super built-up  Area,Ready To Move, Hoodi,1 BHK,Aklon A,750,1.0,1.0,56.7264340389201
Super built-up  Area,Ready To Move,Whitefield,2 BHK,MKensi ,1225,2.0,2.0,63.80895216664901
Built-up  Area,18-Apr,Doddaballapur,1 Bedroom,,5Acres,1.0,0.0,29.059820835407546
Plot  Area,Ready To Move,nynappanahalli,3 Bedroom,,3600,3.0,1.0,496.9604855036693
Super built-up  Area,Ready To Move,Talaghattapura,3 BHK,,1350,2.0,1.0,39.923466497783295
Super built-up  Area,Ready To Move,Thirupalya,2 BHK,Pao 2Sm,1025,2.0,1.0,56.65138784920699
Super built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsan,920,2.0,1.0,49.46600850770657
Super built-up  Area,Ready To Move,Narayanappa Garden,2 BHK,Vacle P,1140,2.0,2.0,54.99715835696516
Plot  Area,Ready To Move,Sector 3 HSR Layout,1 Bedroom,,1200,1.0,,37.24436602359531
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Veales ,1350,2.0,2.0,53.68866011214572
Built-up  Area,Ready To Move,Subramanyapura,3 BHK,NaersSh,1750,3.0,2.0,68.31368668416961
Super built-up  Area,Ready To Move,Electronic City,1 BHK,Goty  E,638,1.0,1.0,41.45503142734775
Super built-up  Area,18-Apr,EPIP Zone,2 BHK,BrontLa,1130,2.0,1.0,88.59120920692884
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Puallhi,1984,4.0,1.0,134.04311575253274
Super built-up  Area,Ready To Move,Gottigere,2 BHK,Krryll ,1163,2.0,3.0,61.75920499555625
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,,1390,2.0,3.0,76.51820104760202
Super built-up  Area,Ready To Move,Nandini Layout,1 BHK,,400,1.0,1.0,18.54790013976375
Super built-up  Area,Ready To Move,Chandra Layout,2 BHK,,864,2.0,1.0,34.538994866677115
Super built-up  Area,18-Nov,Kengeri,1 BHK,VBn 2lm,540,1.0,1.0,19.20002959990136
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,Sondaka,950,2.0,2.0,30.805040267555142
Super built-up  Area,18-Nov,Govindpura,2 BHK,,1171,2.0,1.0,49.92214746058949
Plot  Area,Ready To Move,Sadanand Nagar,3 Bedroom,,3075,3.0,1.0,496.96048550366885
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,NCowsar,1692,3.0,2.0,81.78611672654183
Super built-up  Area,Ready To Move,Kodihalli,4 BHK,Soianal,3321,4.0,2.0,354.3965990592344
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,SLaceda,1140,2.0,1.0,42.13893241971223
Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,Mayne A,1260,2.0,1.0,73.87638271100555
Built-up  Area,Ready To Move,Padmanabhanagar,2 BHK,,700,2.0,0.0,43.54990948272949
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,Dyayash,1485,3.0,2.0,70.4611173766574
Super built-up  Area,18-May,Rachenahalli,1 BHK,AsNowre,660 - 690,1.0,0.0,30.25027147601441
Built-up  Area,Ready To Move,Kothannur,2 BHK,,1090,2.0,3.0,52.33345825151424
Carpet  Area,20-Dec,Kanakpura Road,3 BHK,Roiti A,978,3.0,0.0,80.02878513994162
Super built-up  Area,15-Oct,Jeevanhalli,3 BHK,Moersrm,2200,4.0,,196.190669055708
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Adeatlm,1700,3.0,2.0,102.2497203329777
Plot  Area,Ready To Move,Haralur Road,4 Bedroom,,1200,4.0,,201.57608753385955
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,NRowse ,1464,3.0,3.0,78.655348019036
Super built-up  Area,18-Aug,Hennur Road,3 BHK,Puachal,1804,3.0,2.0,112.65820501122319
Super built-up  Area,Ready To Move,Gottigere,2 BHK,,1230,2.0,2.0,52.23181991519662
Built-up  Area,18-Aug,Battarahalli,3 BHK,PaontWa,2082,3.0,2.0,108.60383983458111
Built-up  Area,Ready To Move,Begur Road,3 BHK,Dhalsh ,1500,2.0,2.0,48.53503284868358
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,,1100,2.0,2.0,56.040827663530486
Super built-up  Area,Ready To Move,Rachenahalli,3 BHK,Sovar S,1530,2.0,2.0,74.42248662303535
Built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,,909,2.0,0.0,63.04235733762535
Super built-up  Area,Ready To Move,Whitefield,3 BHK,,1380,3.0,1.0,63.28046435516339
Built-up  Area,Ready To Move,Telecom Layout,3 Bedroom,,2140,4.0,1.0,99.49218832193532
Super built-up  Area,Ready To Move,Bellandur,2 BHK,Octons ,1309,2.0,,80.9922790201384
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1070,2.0,1.0,50.37110779576435
Plot  Area,18-Feb,Sarjapur  Road,4 Bedroom,,2650,4.0,2.0,259.5888617208614
Super built-up  Area,Ready To Move,Basavangudi,2 BHK,,1150,2.0,2.0,128.29396753572436
Built-up  Area,Ready To Move,Pulkeshi Nagar,5 BHK,ElaleSp,3500,5.0,,307.5021771769822
Super built-up  Area,Ready To Move,Thirupalya,1 BHK,Pao 2Sm,675,1.0,1.0,29.734576733134602
Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,Brods W,1333,3.0,1.0,46.44525938509906
Built-up  Area,19-Dec,"Hoodi Circle, ",3 BHK,,1545,3.0,2.0,89.50237975290852
Super built-up  Area,Ready To Move,Sanjay nagar,3 BHK,,1500,3.0,1.0,82.87206250827546
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,Soiniy ,1697,3.0,2.0,124.30098843734008
Plot  Area,Ready To Move,Koppa village,6 Bedroom,,1000,5.0,1.0,195.85390092157968
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,,2735,3.0,3.0,108.7182603392882
Built-up  Area,Ready To Move,T Dasarahalli,1 Bedroom,,480,1.0,0.0,23.932547500322908
Super built-up  Area,18-Jul,Bhoganhalli,4 BHK,Rosha I,2171,4.0,2.0,115.25171140066081
Plot  Area,Ready To Move,Hormavu,4 Bedroom,,3054,4.0,1.0,266.9951042960853
Super built-up  Area,20-Dec,Old Madras Road,2 BHK,SheldGr,1165 - 1225,2.0,0.0,58.73479654749984
Super built-up  Area,17-Nov,Babusapalaya,3 BHK,,1214,2.0,2.0,50.190638466061024
Super built-up  Area,Ready To Move,Dena Bank Colony,1 BHK,AlentAp,570,1.0,2.0,31.053454776721125
Super built-up  Area,Ready To Move,Choodasandra,2 BHK,MJiyayl,1249,2.0,2.0,50.76215615156496
Built-up  Area,Ready To Move,R.T. Nagar,2 BHK,,1000,2.0,2.0,53.69002954220489
Super built-up  Area,19-Dec,Binny Pete,4 BHK,Shestlo,2695 - 2940,,,233.91599380111424
Super built-up  Area,17-Nov,Sarjapur  Road,3 BHK,PualeSk,1924,4.0,1.0,115.5187534405881
Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1153,2.0,2.0,57.71982691347495
Built-up  Area,Ready To Move,"Varthur Road, ",1 BHK,,663,1.0,1.0,47.261326556566424
Super built-up  Area,Ready To Move,Ambalipura,3 BHK,SJarkte,1730,3.0,1.0,106.36696008197404
Super built-up  Area,Ready To Move,Doddakallasandra,3 BHK,,1145,2.0,1.0,41.61196193558799
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1304,2.0,2.0,49.64561619781905
Super built-up  Area,21-Dec,Hebbal,3 BHK,Raard B,1645,3.0,2.0,116.7236066859007
Super built-up  Area,Ready To Move,Lingadheeranahalli,4 BHK,Soiewre,2247,4.0,2.0,151.57182879870572
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,,1152,3.0,1.0,65.24987135315875
Built-up  Area,Ready To Move,"yelahanka, north",3 BHK,,1512,2.0,2.0,82.08225055150496
Super built-up  Area,Ready To Move,RMV 2nd Stage,4 BHK,,2830,4.0,0.0,157.07095481251642
Super built-up  Area,Ready To Move,Ittamadu,2 BHK,,1080,2.0,0.0,43.70057123844352
Plot  Area,Ready To Move,Whitefield,5 Bedroom,PrOakSi,2200,5.0,0.0,314.41381712399874
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1608,3.0,3.0,53.685153390632735
Built-up  Area,Ready To Move,Hebbal,2 BHK,,1068,2.0,1.0,53.26014852793743
Plot  Area,Ready To Move,5th Phase JP Nagar,4 Bedroom,,1200,4.0,1.0,129.08644696108263
Super built-up  Area,Ready To Move,Koramangala,3 BHK,Gencysi,2100,3.0,2.0,211.74020123519037
Super built-up  Area,Ready To Move,Jakkur,3 BHK,,1711,3.0,1.0,102.78255391994264
Super built-up  Area,Ready To Move,Hoodi,3 BHK,Keers S,1769,3.0,3.0,114.11875673714444
Super built-up  Area,Ready To Move,Vittasandra,3 BHK,Prlla C,1650,3.0,2.0,85.24963768039844
Super built-up  Area,Ready To Move,Kereguddadahalli,2 BHK,,4000,2.0,1.0,532.6552512116764
Super built-up  Area,Ready To Move,Alfa Garden Layout,2 BHK,,1010,2.0,1.0,44.891464299582175
Super built-up  Area,Ready To Move,Kenchenahalli,2 BHK,AriosPa,1145,2.0,2.0,54.66624388160834
Super built-up  Area,Ready To Move,Doopanahalli,3 BHK,VancyRe,2050,4.0,1.0,204.14893675540173
Plot  Area,Ready To Move,kg halli hidayat nagar,6 Bedroom,,600,3.0,3.0,73.93689640338494
Super built-up  Area,Ready To Move,Srinivasa Nagar,4 BHK,,3500,4.0,3.0,277.75633647061875
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1295,2.0,2.0,52.32025339031142
Built-up  Area,Ready To Move,Kauser Nagar,9 BHK,,4000,8.0,,130.67445412503352
Plot  Area,Ready To Move,Whitefield,4 Bedroom,SarkkHy,2660,3.0,2.0,234.9641982343417
Super built-up  Area,18-Apr,Electronic City,2 BHK,Prarkun,1128,2.0,1.0,65.02477942993315
Super built-up  Area,Ready To Move,Sathya Sai Layout,4 BHK,Prowshi,5576,6.0,3.0,429.864021851699
Super built-up  Area,19-Dec,Hoodi,3 BHK,,1350,3.0,2.0,75.80780146569644
Plot  Area,Ready To Move,Hulimavu,9 Bedroom,,1200,9.0,1.0,127.55707507727726
Super built-up  Area,Ready To Move,Dasarahalli,3 BHK,Sooneoo,1902.55,3.0,2.0,82.44412382252416
Super built-up  Area,Ready To Move,Doddathoguru,2 BHK,Prncy R,1180,2.0,2.0,42.53907466559192
Super built-up  Area,Ready To Move,Iblur Village,3 BHK,Emine P,2666,4.0,1.0,196.79408386853686
Super built-up  Area,Ready To Move,Doddanakundi Industrial Area 2,2 BHK,,1194,2.0,1.0,78.0330694114211
Super built-up  Area,Ready To Move,Bellandur ORR,4 BHK,,3335,4.0,3.0,277.75633647061875
Plot  Area,Ready To Move,Sector 2 HSR Layout,1 Bedroom,,900,1.0,1.0,49.90478150043166
Built-up  Area,Ready To Move,Ulsoor,2 BHK,,900,2.0,0.0,64.93044568271333
Plot  Area,Ready To Move, Devarachikkanahalli,5 Bedroom,,1960,6.0,,172.55836904439067
Plot  Area,Ready To Move,Dodda Nekkundi,4 Bedroom,FeisePa,4000,5.0,,290.0616884691502
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,Gaent R,882,2.0,2.0,40.03924412234802
Built-up  Area,Ready To Move,Nagappa Reddy Layout,2 BHK,,1150,2.0,2.0,56.07731766190253
Super built-up  Area,19-Oct,Hebbal,3 BHK,SNontle,2600,3.0,2.0,178.4605426864182
Built-up  Area,Ready To Move,Kengeri,1 BHK,,405,1.0,0.0,18.94981139867362
Super built-up  Area,Ready To Move,Parappana Agrahara,2 BHK,Peide L,1194,2.0,2.0,46.24802971937696
Super built-up  Area,Ready To Move,JP Nagar,3 BHK,MBncyh ,1485,2.0,2.0,68.77826292322631
Built-up  Area,Ready To Move,MCECHS  layout,2 BHK,,1150,2.0,2.0,64.37112439798612
Super built-up  Area,18-Dec,Lalbagh Road,3 BHK,,2485,3.0,2.0,276.26494529237726
Super built-up  Area,Ready To Move,2nd Block Koramangala,2 BHK,,1200,2.0,1.0,65.28061270460232
Super built-up  Area,18-Oct,Vidyapeeta,2 BHK,,1095,2.0,2.0,48.44364682569118
Super built-up  Area,Ready To Move,Kadugodi,2 BHK,Alestrb,1314,2.0,1.0,52.6295259235459
Super built-up  Area,Ready To Move,Naidu Layout,2 BHK,,1180,2.0,1.0,56.737740273943764
Plot  Area,Ready To Move,Uttarahalli,7 Bedroom,,1750,7.0,0.0,198.26463054571545
Super built-up  Area,19-Jan,Gunjur,2 BHK,,1304,2.0,1.0,61.179379626856836
Super built-up  Area,Ready To Move,Hulimavu,3 BHK,NiarkHy,1222,2.0,1.0,84.98007757561938
Plot  Area,Ready To Move,Bhuvaneswari Nagar,5 Bedroom,,1410,4.0,,196.55994935586008
Super built-up  Area,Ready To Move,BTM 2nd Stage,2 BHK,Fea 3Al,880,3.0,0.0,50.13527398903743
Super built-up  Area,Ready To Move,Wilson Garden,3 BHK,SaageWi,2163,3.0,,223.31157660698264
Super built-up  Area,Ready To Move,Jeevanhalli,2 BHK,Puarka ,1200,2.0,2.0,55.61185825087044
Super built-up  Area,19-Dec,7th Phase JP Nagar,3 BHK,Puarero,1975 - 2289,3.0,0.0,159.9364327921791
Super built-up  Area,18-Jul,Iblur Village,3 BHK,DNionfl,1920,3.0,2.0,139.64494303031296
Super built-up  Area,Ready To Move,Bagalur Main Road,2 BHK,,1197,2.0,2.0,58.68338377007008
Built-up  Area,Ready To Move,Ardendale,2 BHK,Miwel M,1245,2.0,2.0,52.0973731711412
Super built-up  Area,18-Aug,Balagere,2 BHK,Soresea,1007,2.0,1.0,64.26893443808311
Super built-up  Area,18-Mar,Rajarajeshwari Nagar,3 BHK,,1410,2.0,2.0,45.120000000000005
Super built-up  Area,Ready To Move,Chandapura,2 BHK,,950,2.0,0.0,19.530903969293625
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Ahriaup,1050,2.0,2.0,54.805590741289485
Super built-up  Area,Ready To Move,JP Nagar,3 BHK,,1478,2.0,2.0,53.54797787620977
Super built-up  Area,Ready To Move,kanakapura main road,3 BHK,,1425,2.0,2.0,69.53491230765593
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Ayaya A,1275,2.0,2.0,55.805621542860486
Built-up  Area,Ready To Move,Munnekollal,2 BHK,Akave E,1200,2.0,1.0,48.4871225261138
Built-up  Area,Ready To Move,Kammanahalli,8 Bedroom,,5540,6.0,,261.2770812165384
Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,Prtanha,1245,2.0,3.0,89.41784648684474
Super built-up  Area,Ready To Move,Hoodi,2 BHK,Mantsm ,1133,2.0,1.0,76.72960157834669
Super built-up  Area,18-Dec,Kathreguppe,3 BHK,,1650,3.0,3.0,85.3845660214666
Super built-up  Area,Ready To Move,Kammasandra,3 BHK,Puitea ,1200,3.0,1.0,34.142211538438836
Plot  Area,Ready To Move,R.T. Nagar,3 Bedroom,,900,2.0,1.0,133.40244168472668
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,,993,2.0,1.0,37.835449881474844
Super built-up  Area,18-Feb,Panathur,1 BHK,,661,2.0,1.0,56.12367234547958
Super built-up  Area,Ready To Move,OMBR Layout,2 BHK,,1101,2.0,2.0,70.76047126728601
Super built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,Manetr ,785,2.0,1.0,30.441200973535484
Plot  Area,Ready To Move,Mysore Road,5 Bedroom,,1200,3.0,2.0,103.88981502050046
Super built-up  Area,Ready To Move,Vijaya Bank Layout,2 BHK,,1200,2.0,1.0,75.37664102950681
Super built-up  Area,Ready To Move,KR Puram,2 BHK,MCvarar,1120,2.0,1.0,46.495289709089946
Super built-up  Area,18-Oct,Varthur,2 BHK,Soamsay,1210,2.0,1.0,39.1810677592176
Super built-up  Area,18-May,Electronic City Phase II,4 BHK,SNbay G,2150,4.0,2.0,84.85346190342749
Plot  Area,Ready To Move,Sundara Nagar,4 Bedroom,,1450,4.0,2.0,144.72660758919528
Super built-up  Area,18-Jul,Electronic City Phase II,2 BHK,Sryalan,1000,2.0,1.0,27.858834118745154
Built-up  Area,Ready To Move,Whitefield,2 BHK,,1197,2.0,1.0,62.590002479132764
Super built-up  Area,Ready To Move,Electronics City Phase 1,1 BHK,Shiaa S,695,1.0,1.0,36.209575257979935
Super built-up  Area,Ready To Move,Hebbal,2 BHK,Mahosya,1420,2.0,1.0,104.83352513146816
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,,1565,2.0,1.0,74.75777307013814
Super built-up  Area,Ready To Move,Sultan Palaya,4 BHK,RSntsAp,2200,3.0,3.0,109.56217564153879
Super built-up  Area,Ready To Move,Herohalli,2 BHK,,1200,2.0,1.0,65.28061270460232
Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,Dieldli,1047,2.0,1.0,86.32828805291632
Super built-up  Area,Ready To Move,BEML Layout,3 BHK,,1375,2.0,2.0,80.09630495430093
Plot  Area,Ready To Move,MS Pallya,2 Bedroom,,990,1.0,1.0,96.56219665158112
Built-up  Area,Ready To Move,Bagalur,4 BHK,Krton S,2400,4.0,2.0,196.2675969067032
Super built-up  Area,Ready To Move,Banashankari Stage III,3 BHK,Pridsi ,1260,2.0,1.0,58.92485896342853
Super built-up  Area,Ready To Move,Shanthinagar,2 BHK,,1080,2.0,2.0,44.315070606410664
Built-up  Area,Ready To Move,Omkar Nagar,3 BHK,,1200,3.0,2.0,74.74910200615948
Super built-up  Area,17-May,Chikkalasandra,3 BHK,,1348,2.0,1.0,48.84827006499365
Built-up  Area,18-Apr,Whitefield,2 BHK,,1170,2.0,1.0,60.290514107497636
Super built-up  Area,Ready To Move,Chandapura,2 BHK,PavesGr,806,2.0,2.0,27.38798885077076
Super built-up  Area,20-Dec,Jakkur,2 BHK,ArndsSk,1245,2.0,1.0,75.95725063263497
Built-up  Area,Ready To Move,"Sarjapur Road, ",4 Bedroom,,2200,4.0,3.0,134.41141498108033
Plot  Area,Ready To Move,Tumkur Road,6 Bedroom,,1200,5.0,2.0,177.6782189382172
Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,Brway G,1370,3.0,2.0,265.65205130044683
Carpet  Area,Ready To Move,Thanisandra,2 BHK,R ra  R,1449,2.0,2.0,65.82573360484581
Super built-up  Area,18-May,Kumbena Agrahara,3 BHK,,1355,3.0,,81.9240489499076
Super built-up  Area,Ready To Move,Murugeshpalya,2 BHK,,1240,2.0,3.0,74.92631256899932
Super built-up  Area,18-May,Devanahalli,3 BHK,Cerdsga,1290,2.0,1.0,62.73383894205545
Super built-up  Area,19-Mar,Hennur Road,2 BHK,Puachal,1232,2.0,1.0,75.46718324537056
Super built-up  Area,Ready To Move,Mahadevpura,2 BHK,Neisei ,1212,2.0,1.0,56.701395831332
Super built-up  Area,19-Dec,Chandapura,3 BHK,SuVue S,1225,3.0,1.0,35.84128426810903
Built-up  Area,Ready To Move,Hebbal,2 BHK,Arsil B,1070,2.0,2.0,47.0859370150937
Built-up  Area,Ready To Move,Raghavendra Layout,3 BHK,,1974,3.0,2.0,120.88456892235637
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,PualeSk,1711,3.0,1.0,99.64041610065442
Built-up  Area,Ready To Move,Jalahalli West,1 BHK,Prntsax,460,1.0,1.0,16.669234781901125
Built-up  Area,17-Sep,Thanisandra,2 BHK,Bhmesy ,1276,2.0,2.0,99.99008663132945
Built-up  Area,18-May,Raja Rajeshwari Nagar,2 BHK,Prllsan,1168,2.0,1.0,52.02208147824548
Super built-up  Area,Ready To Move,MS Pallya,2 BHK,,1200,2.0,0.0,77.97669386409221
Plot  Area,Ready To Move,Canara Bank Colony,9 Bedroom,,1650,9.0,3.0,194.029362911504
Super built-up  Area,Ready To Move,Cunningham Road,4 BHK,,5400,4.0,3.0,811.961075444991
Plot  Area,Ready To Move,Old Madras Road,9 Bedroom,,750,9.0,3.0,183.27699310835175
Super built-up  Area,Ready To Move,Hosa Road,2 BHK,SSaleRo,1025,2.0,1.0,52.393398657184235
Super built-up  Area,18-Dec,Hebbal,3 BHK,SNontle,2526,3.0,2.0,183.5566810117862
Super built-up  Area,22-Jun,Hoodi,3 BHK,GoAirej,1853,3.0,2.0,132.26401092452727
Super built-up  Area,Ready To Move,Jalahalli,2 BHK,Kuownri,905,2.0,2.0,70.91339727608565
Plot  Area,Ready To Move,Hulimavu,5 Bedroom,,1500,5.0,3.0,215.05092919533985
Super built-up  Area,18-Dec,Hebbal,3 BHK,Cehosy ,3485,5.0,2.0,299.8999766051086
Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,Prityel,845,2.0,1.0,33.83708765271603
Super built-up  Area,Ready To Move,Banashankari,3 BHK,V2anags,1440,2.0,,93.907375317416
Super built-up  Area,Ready To Move,Hosur Road,4 BHK,Saageat,2800,4.0,2.0,119.09752918443934
Super built-up  Area,Ready To Move,Anekal,2 BHK,,732,1.0,2.0,32.95254040169772
Plot  Area,Ready To Move,Kothannur,4 Bedroom,,1200,5.0,,239.1491248424392
Super built-up  Area,Ready To Move,Hosapalya,9 BHK,,3000,9.0,,347.53489940636086
Super built-up  Area,Ready To Move,KR Puram,2 BHK,Hivesdr,950,2.0,1.0,44.266983579119135
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Bhmesy ,1098,2.0,2.0,56.040827663530486
Plot  Area,Ready To Move,Hegganahalli,3 Bedroom,,700,2.0,2.0,121.69279405981271
